,ADM2_NAME,CDD_4D,Food_Sec,HD30_hist,HD30_proj,HH_start_year,HH_target_year,HREA_lightscore,MGDist,MGMVstatus,MGName,MGType,MV_linesDist,RelHum_hist,SHAPE_Area,SPEI12,TRXDist,VIIRS,adm1,adm2,area_m2,avg_temp,bld_count,country,cyclonHaz,dou_level1,dou_level2,elec_mode,elec_status,elevation,haz_sec,id,iso,liv_zone,pcode,pop_20km,pop_d_start_y,pop_d_target_y,pop_start_year,pop_target_year,population,precip_change,precip_hist,pvout,rwi,airport_dist,port_dist,railway_dist,cities_dist,capital_dist,shoreline_dist,ShoreWithin10km,InlandWaterDist_km,water_occur_area_m2,Water_Occur_Bin,Water_Occur_Clas,Crop%,Cropland_ha,No_crop_ha,Vor_area_ha,Vor_area_sq.km,cassavaharvsum,cassavaphysareasum,cassavaprodsum,maizeharvsum,maizephysareasum,maizeprodsum,riceharvsum,ricephysareasum,riceprodsum,sorghumharvsum,sorghumphysareasum,sorghumprodsum,uniqueID,cattlesum,chickensum,duckssum,goatssum,pigssum,sheepsum,horsessum,buffaloessum,milk_prod
0,Mopeia,7896.17,,192.35,242.1,97.44,162.25,0.21,54.79,LV,MC de Pinda,Solar,9.34,67.65,0.0,-0.22,128.7,0.25,Zambezia,Mopeia,511507.16,25.63,251-1000,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,36.83,1.0,420329,MOZ,-3,MZ1117000006,73775.68,952.52,1586.01,487.22,811.26,487.22,85.76,784.84,4.4,-0.29,3.12,3.14,0.4,4.76,18.53,126.68,No,3.15,2257166.0,Yes,High Occurrence,6.57,221.32,3149.57,3370.89,33.71,497.6,101.4,1044.1,389.4,430.4,599.3,156.3,114.6,59.6,56.3,244.8,220.0,69,8.51,5576.28,541.05,387.26,398.76,17.81,0.09,0.28,106597.34
1,Mopeia,7957.0,,192.35,242.1,53.08,88.39,0.24,51.34,LV,MC de Pinda,Solar,4.69,67.65,0.0,-0.22,131.81,0.23,Zambezia,Mopeia,268850.73,25.8,101-250,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,29.0,1.0,420504,MOZ,-3,MZ1117000010,73823.38,987.21,1643.77,265.41,441.93,265.41,85.76,784.84,4.42,-0.35,3.03,3.06,0.31,4.67,18.44,131.35,No,0.99,2292341.0,Yes,High Occurrence,8.38,121.3,1326.62,1447.92,14.48,497.6,101.4,1044.1,389.4,430.4,599.3,156.3,114.6,59.6,56.3,244.8,220.0,68,8.51,5576.28,541.05,387.26,398.76,17.81,0.09,0.28,106597.34
2,Mopeia,7879.95,,192.35,242.1,123.37,205.43,0.16,56.39,LV,MC de Pinda,Solar,12.21,67.65,0.0,-0.22,126.22,0.24,Zambezia,Mopeia,877838.74,25.59,251-1000,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,38.56,1.0,421423,MOZ,-3,MZ1117000007,77889.63,702.72,1170.08,616.87,1027.14,616.87,85.76,784.84,4.37,-0.43,3.19,3.13,0.47,4.83,18.6,123.92,No,5.56,2312108.0,Yes,High Occurrence,1.64,133.75,8041.94,8175.69,81.76,1307.5,2118.3,20736.3,1374.0,1113.4,1349.6,423.6,838.9,364.6,221.3,499.4,409.5,387,28.85,15016.19,1464.75,606.16,1096.08,46.07,0.22,0.72,200389.94
3,Mopeia,7984.38,,229.65,272.7,50.51,84.1,0.75,35.51,LV,MC de Pinda,Solar,11.96,64.18,0.0,-0.2,136.65,0.22,Zambezia,Mopeia,282858.69,25.88,101-250,Mozambique,85.26,Rural,Low Density Rural,un-electrified,un-electrified,49.5,1.0,422404,MOZ,-3,MZ1117000039,84058.8,892.78,1486.54,252.53,420.48,252.53,86.62,648.16,4.43,-0.61,3.13,3.16,0.47,4.82,18.59,148.27,No,0.9,2518161.0,Yes,High Occurrence,3.45,132.08,3692.18,3824.26,38.24,915.1,3097.9,32275.8,1593.0,3583.9,3699.7,347.2,1469.6,677.3,258.1,1189.4,762.8,3243,96.56,10407.95,957.06,1152.63,803.9,57.18,1.17,0.38,459888.68
4,Mopeia,7993.5,,229.65,272.7,125.26,208.56,1.0,36.74,LV,MC de Pinda,Solar,10.6,64.18,0.0,-0.2,136.98,0.21,Zambezia,Mopeia,652982.05,25.9,251-1000,Mozambique,86.82,Rural,Low Density Rural,un-electrified,un-electrified,40.83,1.0,423418,MOZ,-3,MZ1117000038,86351.47,959.13,1597.02,626.29,1042.82,626.29,86.62,648.16,4.42,-0.42,3.11,3.14,0.44,4.8,18.57,147.03,No,0.68,2755490.0,Yes,High Occurrence,3.35,76.47,2207.04,2283.51,22.84,1136.2,4489.6,47360.7,1804.5,3785.1,3913.1,401.8,2078.0,889.2,302.8,1373.9,901.7,3209,98.09,13725.58,1204.26,1188.31,1018.81,60.87,1.18,0.57,471593.3
5,Mopeia,7975.25,,229.65,272.7,25.95,43.2,0.06,33.22,LV,MC de Pinda,Solar,14.85,64.18,0.0,-0.2,135.54,0.21,Zambezia,Mopeia,151236.21,25.85,101-250,Mozambique,85.26,Rural,Low Density Rural,un-electrified,un-electrified,39.0,1.0,424875,MOZ,-3,MZ1117000042,80016.07,857.78,1428.26,129.73,216.0,129.73,86.62,648.16,4.44,-0.67,3.19,3.22,0.51,4.88,18.65,151.09,No,0.18,2434510.0,Yes,High Occurrence,1.26,106.25,8325.62,8431.87,84.32,934.5,3097.9,32275.8,2577.1,3583.9,3699.7,347.2,1469.6,677.3,304.2,1189.4,762.8,378,330.77,13466.69,1098.2,1665.35,1199.93,66.61,5.98,0.4,1044864.29
6,Mopeia,7838.38,,192.35,242.1,72.47,120.67,0.66,43.81,LV,MC de Pinda,Solar,4.08,67.65,0.0,-0.22,131.58,0.28,Zambezia,Mopeia,489018.1,25.48,101-250,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,111.25,1.0,425030,MOZ,-3,MZ1117000022,83682.95,741.0,1233.82,362.36,603.36,362.36,85.76,784.84,4.38,-0.49,2.78,2.81,0.22,4.58,18.34,136.89,No,5.72,2388733.0,Yes,High Occurrence,9.59,459.15,4328.12,4787.27,47.87,689.6,2754.4,29624.6,659.2,1020.5,1205.8,180.6,1252.1,540.6,120.0,682.0,507.5,821,16.65,12558.22,1282.61,1077.5,920.58,45.83,0.22,0.6,281922.64
7,Mopeia,7932.67,,192.35,242.1,67.44,112.3,0.46,49.31,LV,MC de Pinda,Solar,3.81,67.65,0.0,-0.22,131.57,0.27,Zambezia,Mopeia,380879.56,25.73,251-1000,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,46.83,1.0,426814,MOZ,-3,MZ1117400038,75595.09,885.38,1474.23,337.22,561.5,337.22,85.76,784.84,4.4,-0.5,2.97,3.0,0.26,4.62,18.39,132.74,No,2.15,2447948.0,Yes,High Occurrence,5.56,117.09,1988.0,2105.09,21.05,207.1,80.6,939.3,225.6,223.5,311.9,56.8,57.8,30.1,47.1,131.7,118.6,819,2.34,3308.94,274.05,69.22,218.85,4.77,0.02,0.18,20990.23
8,Mopeia,7940.78,,192.35,242.1,672.36,1119.54,1.0,46.07,LV,MC de Pinda,Solar,0.27,67.65,0.0,-0.22,134.8,1.78,Zambezia,Mopeia,2695135.24,25.76,1001 and up,Mozambique,88.38,Rural,Rural,un-electrified,un-electrified,60.56,1.0,427281,MOZ,-3,MZ1117000017,83149.96,1247.37,2076.96,3361.82,5597.68,3361.82,85.76,784.84,4.41,0.04,2.82,2.85,0.16,4.52,18.28,137.38,No,1.85,2817944.0,Yes,High Occurrence,9.9,235.2,2141.04,2376.23,23.76,932.1,1362.7,14539.7,1904.5,819.3,992.4,349.3,643.7,328.7,315.1,497.5,368.6,1623,15.12,9240.59,1035.41,1041.81,705.67,42.15,0.21,0.41,270218.02
9,Mopeia,7993.5,,192.35,242.1,67.83,112.95,0.43,44.19,LV,MC de Pinda,Solar,2.86,67.65,0.0,-0.22,136.61,0.24,Zambezia,Mopeia,444477.38,25.9,101-250,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,35.8,1.0,427912,MOZ,-3,MZ1117000018,82076.65,763.07,1270.56,339.17,564.74,339.17,85.76,784.84,4.42,-0.34,2.88,2.91,0.22,4.57,18.34,140.08,No,1.9,2994645.0,Yes,High Occurrence,7.22,102.68,1320.45,1423.13,14.23,242.5,1282.1,13600.4,1245.3,595.8,680.5,168.7,585.9,298.6,195.1,365.8,250.0,1620,12.78,5931.65,761.36,972.6,486.82,37.38,0.19,0.23,249227.78
10,Mopeia,7756.25,,192.35,242.1,35.42,58.98,0.26,44.66,LV,MC de Pinda,Solar,10.23,67.65,0.0,-0.22,124.79,0.23,Zambezia,Mopeia,289420.41,25.25,101-250,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,145.5,1.0,431170,MOZ,-3,MZ1117400071,76357.19,611.98,1018.99,177.12,294.92,177.12,85.76,784.84,4.33,-0.4,2.66,2.69,0.29,4.64,18.41,132.4,No,10.73,12785.0,Yes,Medium Occurrence,4.13,147.04,3416.33,3563.37,35.63,866.5,3960.5,41657.4,871.2,1074.3,1253.2,222.2,1562.2,616.3,185.7,626.1,494.8,825,7.07,12506.71,973.99,166.94,806.88,15.62,0.04,0.74,54212.98
11,Mopeia,7957.0,,192.35,242.1,46.07,76.71,0.84,48.86,LV,MC de Pinda,Solar,1.45,67.65,0.0,-0.22,133.99,0.28,Zambezia,Mopeia,269185.85,25.8,101-250,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,39.67,1.0,432632,MOZ,-3,MZ1117000012,77066.59,855.69,1424.79,230.34,383.53,230.34,85.76,784.84,4.42,-0.29,2.86,2.88,0.14,4.5,18.26,134.72,No,0.97,2629147.0,Yes,High Occurrence,4.02,35.46,845.81,881.27,8.81,449.6,114.2,1207.4,1470.9,619.9,718.5,225.5,110.1,55.4,242.2,332.4,224.9,1666,9.99,6516.52,768.29,780.52,515.23,30.69,0.16,0.29,199658.66
12,Mopeia,7957.0,,192.35,242.1,77.92,129.74,0.6,49.46,LV,MC de Pinda,Solar,3.21,67.65,0.0,-0.22,132.34,0.26,Zambezia,Mopeia,405763.97,25.8,251-1000,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,35.75,1.0,433053,MOZ,-3,MZ1117400083,74976.52,960.11,1598.66,389.58,648.68,389.58,85.76,784.84,4.41,-0.44,2.92,2.95,0.2,4.56,18.33,133.13,No,1.47,2498294.0,Yes,High Occurrence,8.61,32.9,349.34,382.24,3.82,207.1,80.6,939.3,225.6,223.5,311.9,56.8,57.8,30.1,47.1,131.7,118.6,1680,2.34,3308.94,274.05,69.22,218.85,4.77,0.02,0.18,20990.23
13,Mopeia,7993.5,,229.65,272.7,40.09,66.76,0.09,38.29,LV,MC de Pinda,Solar,8.8,64.18,0.0,-0.2,137.6,0.22,Zambezia,Mopeia,286212.8,25.9,101-250,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,46.25,1.0,435101,MOZ,-3,MZ1117000032,86460.73,700.39,1166.2,200.46,333.78,200.46,86.62,648.16,4.42,-0.37,3.08,3.11,0.41,4.77,18.54,145.32,No,1.02,2741214.0,Yes,High Occurrence,4.17,115.64,2659.2,2774.84,27.75,721.3,3521.7,38070.9,640.0,603.7,704.4,182.9,1477.6,600.7,108.5,485.6,397.1,3207,8.61,8963.72,709.56,316.76,584.29,27.03,0.07,0.45,92206.2
14,Mopeia,7999.58,,211.0,257.4,145.73,242.65,0.68,42.08,LV,MC de Pinda,Solar,4.93,65.91,0.0,-0.21,137.07,0.26,Zambezia,Mopeia,784601.86,25.92,251-1000,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,37.17,1.0,437024,MOZ,-3,MZ1117000026,84301.73,928.68,1546.31,728.64,1213.24,728.64,86.19,716.5,4.41,-0.45,2.93,2.96,0.26,4.62,18.39,141.97,No,0.69,3025243.0,Yes,High Occurrence,7.55,146.16,1790.17,1936.33,19.36,503.9,1282.1,13600.4,1467.4,595.8,680.5,237.9,585.9,298.6,223.3,365.8,250.0,811,12.78,5931.65,761.36,972.6,486.82,37.38,0.19,0.23,249227.78
15,Mopeia,7792.75,,202.3,252.5,54.6,90.91,0.03,54.92,LV,MC de Nhamassonge,Solar,20.67,67.71,0.0,-0.26,121.5,0.22,Zambezia,Mopeia,404664.58,25.35,101-250,Mozambique,90.46,Rural,Low Density Rural,un-electrified,un-electrified,35.0,1.0,488491,MOZ,-3,MZ1117000071,48113.14,674.62,1123.3,273.0,454.56,273.0,85.31,723.89,4.37,-0.52,3.38,2.84,0.66,5.02,18.79,115.35,No,3.65,1306730.0,Yes,Medium Occurrence,0.93,138.7,14719.0,14857.7,148.58,775.8,3931.8,28479.4,935.2,887.3,1006.1,280.9,1756.0,816.2,154.1,516.1,379.9,81,43.39,18961.37,1905.63,466.57,1446.17,61.81,0.29,0.9,200150.07
16,Mopeia,7701.5,,210.35,258.0,68.13,113.44,0.31,44.66,LV,MC de Nhamassonge,Solar,45.07,68.63,0.0,-0.29,97.57,0.19,Zambezia,Mopeia,427326.06,25.1,101-250,Mozambique,92.55,Rural,Low Density Rural,un-electrified,un-electrified,26.4,1.0,489504,MOZ,-3,MZ1117000069,39412.53,797.14,1327.3,340.64,567.19,340.64,84.3,722.35,4.31,-0.63,3.31,2.64,1.44,5.8,19.57,95.12,No,12.66,206546.0,Yes,Medium Occurrence,0.73,41.16,5593.74,5634.91,56.35,329.2,1328.1,12158.4,226.1,73.8,81.2,85.8,800.5,370.8,12.6,197.9,129.7,967,8.25,7568.4,540.13,122.85,404.74,8.07,0.04,0.47,45508.78
17,Mopeia,7509.87,,196.3,243.85,53.49,89.07,0.11,3.82,LV,MC de Lua Lua,Solar,101.84,70.03,0.0,-0.24,35.04,0.22,Zambezia,Mopeia,488503.65,24.57,101-250,Mozambique,97.04,Rural,Low Density Rural,un-electrified,un-electrified,97.25,1.0,489566,MOZ,-3,MZ1117000139,28989.48,547.5,911.62,267.45,445.33,267.45,84.33,871.81,4.34,-0.07,1.31,1.34,1.31,6.0,19.76,66.99,No,34.43,6797.0,Yes,Medium Occurrence,0.02,0.65,3029.25,3029.9,30.3,364.8,46.4,457.6,212.9,98.6,98.2,206.6,30.7,13.1,13.2,48.1,32.7,1325,14.76,10982.89,900.08,150.02,611.22,15.92,0.05,0.56,65688.14
18,Mopeia,7725.83,,210.35,258.0,66.34,110.46,0.19,44.94,LV,MC de Nhamassonge,Solar,31.5,68.63,0.0,-0.29,115.39,0.2,Zambezia,Mopeia,452624.94,25.17,101-250,Mozambique,94.08,Rural,Low Density Rural,un-electrified,un-electrified,25.83,1.0,489604,MOZ,-3,MZ1117000063,47049.2,732.83,1220.22,331.7,552.3,331.7,84.3,722.35,4.37,-0.5,3.41,2.57,0.96,5.32,19.09,104.51,No,2.16,1901309.0,Yes,Medium Occurrence,7.85,871.04,10222.93,11093.97,110.94,708.5,1980.7,9500.7,982.3,588.3,644.0,245.2,1072.7,530.6,139.0,326.3,237.5,206,46.83,18366.34,1728.84,524.56,1306.59,58.52,0.28,1.01,219766.71
19,Mopeia,7628.5,,199.1,247.65,70.9,118.06,0.06,10.29,LV,MC da Ilha Idugo,Solar,92.88,70.65,0.0,-0.29,44.41,0.21,Zambezia,Mopeia,551686.16,24.9,101-250,Mozambique,100.46,Rural,Low Density Rural,un-electrified,un-electrified,29.33,1.0,490094,MOZ,-3,MZ1117000116,13239.36,642.61,1069.99,354.52,590.3,354.52,83.3,852.52,4.32,-0.52,2.13,2.16,2.12,6.48,20.25,61.35,No,31.19,45049.0,Yes,Medium Occurrence,0.12,14.27,12026.1,12040.37,120.4,,,,,,,,,,,,,1146,14.95,12914.3,1280.99,213.54,1000.94,18.31,0.1,0.79,80830.13
20,Mopeia,7829.25,,202.3,252.5,87.9,146.36,0.24,59.66,LV,MC de Nhamassonge,Solar,15.34,67.71,0.0,-0.26,125.34,0.25,Zambezia,Mopeia,435091.08,25.45,251-1000,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,39.75,1.0,490291,MOZ,-3,MZ1117000003,59937.96,1010.16,1681.99,439.51,731.82,439.51,85.31,723.89,4.39,-0.43,3.26,3.01,0.54,4.9,18.67,120.62,No,3.22,2297354.0,Yes,High Occurrence,1.52,36.14,2342.06,2378.2,23.78,574.4,20.8,104.8,677.8,353.3,422.4,231.7,59.0,30.4,95.7,113.1,101.4,1022,23.07,6564.35,765.61,478.36,561.25,34.84,0.18,0.25,158310.06
21,Mopeia,7701.5,,202.25,250.65,59.2,98.57,0.08,26.99,LV,MC de Nhamassonge,Solar,74.49,70.34,0.0,-0.32,92.14,0.21,Zambezia,Mopeia,425866.7,25.1,101-250,Mozambique,99.74,Rural,Low Density Rural,un-electrified,un-electrified,14.4,1.0,490660,MOZ,-3,MZ1109400049,35954.0,695.06,1157.33,296.0,492.87,296.0,82.71,746.84,4.3,-0.58,3.52,1.61,0.66,6.56,20.33,62.96,No,17.16,16681.0,Yes,Medium Occurrence,2.64,501.29,18518.95,19020.24,190.2,2157.9,6385.4,28334.3,1407.4,2569.4,2710.2,644.8,2992.0,1401.2,88.5,1070.4,760.3,202,905.38,25283.76,1891.8,465.78,1822.7,69.57,0.18,1.9,1925676.3
22,Mopeia,7601.13,,197.3,245.35,47.07,78.37,0.03,17.48,LV,MC de Nguawala,Solar,114.39,71.63,0.0,-0.3,23.18,0.2,Zambezia,Mopeia,411159.88,24.83,101-250,Mozambique,104.27,Rural,Low Density Rural,un-electrified,un-electrified,34.0,1.0,491024,MOZ,-3,MZ1117000132,29267.88,572.35,953.01,235.33,391.84,235.33,82.5,892.38,4.31,,2.55,2.58,2.55,7.69,21.46,43.69,No,16.42,419.0,Yes,Low Occurrence,0.02,1.53,8739.14,8740.67,87.41,35.7,,,11.0,,,35.5,,,3.4,,,2514,135.31,7790.82,822.28,166.46,582.08,16.36,0.05,0.42,310444.03
23,Mopeia,7640.67,,192.35,242.1,76.11,126.73,0.11,47.22,LV,MC de Pinda,Solar,18.95,67.65,0.0,-0.22,115.91,0.24,Zambezia,Mopeia,626676.6,24.93,101-250,Mozambique,92.55,Rural,Low Density Rural,un-electrified,un-electrified,141.67,1.0,491383,MOZ,-3,MZ1117400230,44048.51,607.26,1011.14,380.56,633.66,380.56,85.76,784.84,4.32,-0.57,2.58,2.61,0.43,4.79,18.56,126.87,No,18.29,5.0,Yes,Low Occurrence,1.02,131.16,12697.77,12828.93,128.29,1187.9,5062.4,50844.4,1145.2,2392.6,2441.4,300.8,1607.1,610.1,234.2,657.9,479.8,844,10.66,13281.02,1070.33,130.75,842.48,34.32,0.05,0.78,55610.42
24,Mopeia,7619.38,,190.4,241.3,63.18,105.19,0.19,48.94,LV,MC de Pinda,Solar,29.27,68.74,0.0,-0.25,106.02,0.21,Zambezia,Mopeia,347277.28,24.88,101-250,Mozambique,90.93,Rural,Low Density Rural,un-electrified,un-electrified,112.25,1.0,491951,MOZ,-3,MZ1117000090,32150.1,909.59,1514.54,315.88,525.97,315.88,84.94,817.88,4.31,-0.4,2.43,2.46,0.56,4.92,18.69,123.99,No,28.55,0.0,No,No Occurrence,1.3,35.52,2691.18,2726.7,27.27,1128.4,3437.1,33589.8,1058.3,2717.1,2662.5,286.3,798.3,271.8,203.2,463.3,323.9,1762,15.21,10530.18,857.75,83.59,695.42,53.88,0.04,0.58,56401.14
25,Mopeia,7528.13,,194.9,242.5,168.02,279.77,0.13,8.34,LV,MC de Lua Lua,Solar,106.08,70.73,0.0,-0.25,30.51,0.22,Zambezia,Mopeia,1542783.25,24.63,251-1000,Mozambique,98.9,Rural,Low Density Rural,un-electrified,un-electrified,83.75,1.0,492876,MOZ,-3,MZ1117000138,28531.55,544.54,906.7,840.1,1398.83,840.1,84.03,901.94,4.34,-0.38,1.26,1.29,1.27,6.06,19.83,63.12,No,30.02,1571.0,Yes,Low Occurrence,0.08,6.57,8363.71,8370.27,83.7,125.5,,,64.6,,,129.6,,,4.8,,,168,9.16,4762.66,439.2,53.86,274.09,9.38,0.02,0.25,31787.65
26,Mopeia,7592.0,,196.3,243.85,429.66,715.41,0.14,3.39,LV,MC de Lua Lua,Solar,95.44,70.03,0.0,-0.24,42.24,0.22,Zambezia,Mopeia,2389199.77,24.8,1001 and up,Mozambique,97.04,Rural,Rural,un-electrified,un-electrified,59.09,1.0,494451,MOZ,-3,MZ1117000146,28969.41,899.17,1497.18,2148.29,3577.07,2148.29,84.33,871.81,4.35,0.25,1.42,1.45,1.42,5.91,19.68,73.56,No,41.57,14383.0,Yes,Medium Occurrence,1.41,16.46,1149.45,1165.91,11.66,262.8,933.6,8655.4,154.6,155.2,154.6,106.9,533.0,220.4,11.3,172.1,108.6,1338,6.28,6923.18,471.15,105.9,389.49,7.81,0.03,0.37,37646.16
27,Mopeia,7488.12,,190.4,241.3,303.7,505.68,0.63,50.85,LV,MC de Pinda,Solar,35.22,68.74,0.0,-0.25,100.42,0.25,Zambezia,Mopeia,1890915.24,24.52,251-1000,Mozambique,89.32,Rural,Rural,un-electrified,un-electrified,168.77,1.0,494530,MOZ,-3,MZ1117000092,29968.1,803.05,1337.13,1518.5,2528.41,1518.5,84.94,817.88,4.32,-0.17,2.33,2.36,0.63,4.99,18.76,121.8,No,33.97,0.0,No,No Occurrence,0.42,138.3,32777.71,32916.0,329.16,2646.0,2621.2,25697.4,2078.0,2709.7,2663.2,690.4,459.9,158.5,246.3,373.3,257.2,8,41.29,27378.06,2353.2,313.38,1727.23,109.2,0.12,1.27,167703.61
28,Mopeia,7539.86,,196.3,243.85,50.22,83.62,0.46,9.73,LV,MC de Lua Lua,Solar,89.16,70.03,0.0,-0.24,48.49,0.22,Zambezia,Mopeia,443672.58,24.66,101-250,Mozambique,97.04,Rural,Low Density Rural,un-electrified,un-electrified,83.29,1.0,494937,MOZ,-3,MZ1117000147,24910.0,565.99,942.41,251.11,418.12,251.11,84.33,871.81,4.34,-0.19,1.52,1.55,1.45,5.8,19.57,78.63,No,47.4,13804.0,Yes,Medium Occurrence,0.54,35.93,6573.7,6609.63,66.1,79.6,887.2,8197.8,30.6,56.6,56.4,82.2,502.3,207.3,8.2,124.0,75.9,799,6.69,7532.39,609.51,102.2,443.99,10.15,0.04,0.39,37925.58
29,Mopeia,7592.0,,196.3,243.85,60.21,100.25,0.24,4.91,LV,MC de Lua Lua,Solar,94.07,70.03,0.0,-0.24,42.16,0.2,Zambezia,Mopeia,421476.97,24.8,101-250,Mozambique,97.04,Rural,Low Density Rural,un-electrified,un-electrified,65.0,1.0,495993,MOZ,-3,MZ1117000136,30895.21,714.22,1189.22,301.03,501.23,301.03,84.33,871.81,4.35,-0.31,1.47,1.5,1.47,5.96,19.73,71.79,No,40.67,14808.0,Yes,Medium Occurrence,2.76,285.45,10055.03,10340.49,103.4,262.8,933.6,8655.4,154.6,155.2,154.6,101.3,533.0,220.4,10.5,172.1,108.6,1357,11.49,13494.08,1088.19,191.58,760.63,15.96,0.06,0.69,68585.7
30,Mopeia,7592.0,,196.3,243.85,52.59,87.56,0.1,4.14,LV,MC de Lua Lua,Solar,94.34,70.03,0.0,-0.24,42.56,0.21,Zambezia,Mopeia,405719.87,24.8,101-250,Mozambique,97.04,Rural,Low Density Rural,un-electrified,un-electrified,57.0,1.0,496077,MOZ,-3,MZ1117000137,28934.63,648.06,1079.07,262.93,437.8,262.93,84.33,871.81,4.35,0.04,1.44,1.47,1.44,5.93,19.7,73.0,No,41.47,13696.0,Yes,Medium Occurrence,1.04,9.12,871.6,880.72,8.81,262.8,933.6,8655.4,154.6,155.2,154.6,101.3,533.0,220.4,10.5,172.1,108.6,5172,6.28,6923.18,471.15,105.9,389.49,7.81,0.03,0.37,37646.16
31,Mopeia,7628.5,,199.1,247.65,157.12,261.62,0.03,6.85,LV,MC da Ilha Idugo,Solar,97.33,70.65,0.0,-0.29,41.09,0.21,Zambezia,Mopeia,734056.32,24.9,251-1000,Mozambique,100.46,Rural,Low Density Rural,un-electrified,un-electrified,32.5,1.0,497593,MOZ,-3,MZ1117000115,17681.73,1070.23,1782.01,785.61,1308.1,785.61,83.3,852.52,4.31,-0.44,2.18,2.21,2.18,6.62,20.39,56.68,No,30.92,45530.0,Yes,Medium Occurrence,0.17,28.87,16975.4,17004.28,170.04,,,,,,,,,,,,,518,16.01,15964.15,1509.16,217.31,1214.85,21.22,0.12,0.93,84272.94
32,Mopeia,7519.0,,192.35,242.1,47.29,78.74,0.18,39.17,LV,MC de Pinda,Solar,16.28,67.65,0.0,-0.22,121.36,0.23,Zambezia,Mopeia,433831.92,24.6,101-250,Mozambique,85.26,Rural,Low Density Rural,un-electrified,un-electrified,226.0,1.0,498021,MOZ,-3,MZ1117000040,44756.1,545.0,907.47,236.44,393.69,236.44,85.76,784.84,4.34,-0.38,3.03,3.06,0.53,4.88,18.65,135.37,No,17.02,1.0,Yes,Low Occurrence,1.3,173.33,13154.11,13327.44,133.27,1624.9,5895.3,62247.5,1515.5,3045.4,3111.1,407.1,1886.9,652.9,298.4,861.1,662.5,1130,15.52,17525.68,1295.42,133.1,1109.56,70.22,0.06,1.04,70549.6
33,Mopeia,7628.5,,197.3,245.35,72.73,121.1,0.05,7.19,LV,MC da Ilha Idugo,Solar,105.29,71.63,0.0,-0.3,35.8,0.2,Zambezia,Mopeia,505042.81,24.9,101-250,Mozambique,104.27,Rural,Low Density Rural,un-electrified,un-electrified,21.43,1.0,498458,MOZ,-3,MZ1117400441,18677.5,720.05,1198.94,363.66,605.51,363.66,82.5,892.38,4.31,-0.47,2.39,2.42,2.39,6.84,20.61,48.38,No,27.97,35209.0,Yes,Medium Occurrence,0.48,49.36,10191.57,10240.93,102.41,,1199.1,10696.6,,328.2,283.4,,460.0,214.2,,179.9,125.6,147,8.48,11829.01,1020.32,131.57,868.89,14.35,0.09,0.69,48879.01
34,Mopeia,7701.5,,210.35,258.0,82.08,136.67,0.14,35.59,LV,MC de Nhamassonge,Solar,43.59,68.63,0.0,-0.29,107.8,0.22,Zambezia,Mopeia,505615.88,25.1,101-250,Mozambique,95.61,Rural,Low Density Rural,un-electrified,un-electrified,20.29,1.0,498680,MOZ,-3,MZ1117000056,58109.64,811.69,1351.53,410.41,683.36,410.41,84.3,722.35,4.38,-0.16,3.36,2.25,1.09,5.63,19.4,92.61,No,2.26,2215947.0,Yes,Medium Occurrence,14.29,1071.96,6429.96,7501.92,75.02,1146.0,5242.3,37609.5,1397.3,1128.8,1203.2,601.6,3131.1,1483.3,148.7,805.9,551.7,929,92.12,21262.27,1719.79,718.54,1376.73,64.26,0.31,1.39,354990.65
35,Mopeia,7829.25,,202.3,252.5,30.33,50.5,0.02,58.79,LV,MC de Nhamassonge,Solar,16.14,67.71,0.0,-0.26,125.09,0.21,Zambezia,Mopeia,134450.58,25.45,101-250,Mozambique,88.38,Rural,Low Density Rural,un-electrified,un-electrified,33.0,1.0,499067,MOZ,-3,MZ1117000002,48926.29,1127.81,1877.89,151.63,252.48,151.63,85.31,723.89,4.39,-0.43,3.25,2.98,0.53,4.89,18.66,119.81,No,2.52,2226411.0,Yes,High Occurrence,3.03,167.67,5358.38,5526.05,55.26,574.4,715.1,3325.0,677.8,473.4,576.0,238.0,379.1,185.8,96.6,209.9,177.0,984,27.38,9161.46,1013.36,523.87,719.65,39.35,0.2,0.38,177833.38
