event_id_cnty,event_date,event_type,country,admin1,admin2,admin3,latitude,longitude,fatalities
MZM1184,2019-10-01,"Violence against civilians",Mozambique,Manica,Mossurize,Dacata,-20.3572,32.9663,1
MZM1251,2019-10-01,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.6278,39.9945,0
MZM1179,2019-09-30,"Violence against civilians",Mozambique,Sofala,Dondo,Dondo,-19.6094,34.7431,0
MZM1181,2019-09-30,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7878,39.9144,0
MZM1182,2019-09-30,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.7819,40.0843,0
MZM1183,2019-09-30,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.7819,40.1347,0
MZM1177,2019-09-30,"Strategic developments",Mozambique,Nampula,Mossuril,Lunga,-15.1794,40.5129,0
MZM1175,2019-09-30,Riots,Mozambique,Tete,Moatize,Moatize,-16.1153,33.7294,0
MZM1178,2019-09-28,"Violence against civilians",Mozambique,Manica,Gondola,Amatongas,-19.1686,33.7603,0
MZM1174,2019-09-28,Riots,Mozambique,Sofala,Dondo,Dondo,-19.6094,34.7431,0
MZM1391,2019-09-27,"Strategic developments",Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",-25.9622,32.4589,1
MZM1165,2019-09-26,Riots,Mozambique,Tete,Angonia,Domue,-14.5303,34.0858,0
MZM1272,2019-09-26,"Strategic developments",Mozambique,Tete,Tete,Tete,-16.1564,33.5867,0
MZM1173,2019-09-26,Riots,Mozambique,Sofala,Dondo,Dondo,-19.6094,34.7431,0
MZM1172,2019-09-23,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,2
MZM1171,2019-09-23,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6680,40.2440,2
MZM1162,2019-09-23,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.5892,40.1931,15
MZM1164,2019-09-21,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM1170,2019-09-21,Riots,Mozambique,Sofala,Dondo,Dondo,-19.6094,34.7431,0
MZM1169,2019-09-20,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.5333,40.2546,3
MZM1163,2019-09-20,Protests,Mozambique,Zambezia,Gurue,Gurue,-15.4669,36.9778,0
MZM1151,2019-09-19,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,3
MZM1167,2019-09-19,"Violence against civilians",Mozambique,Manica,Tambara,Nhacolo,-16.7239,34.2505,0
MZM1271,2019-09-19,"Strategic developments",Mozambique,Tete,Tete,Tete,-16.1564,33.5867,4
MZM1150,2019-09-18,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,3
MZM1166,2019-09-18,"Strategic developments",Mozambique,Nampula,Mecuburi,Namina,-14.7794,38.6163,0
MZM1157,2019-09-18,Riots,Mozambique,Niassa,Cuamba,Cuamba,-14.8031,36.5372,4
MZM1161,2019-09-16,"Violence against civilians",Mozambique,Tete,Moatize,Moatize,-16.1153,33.7294,0
MZM1158,2019-09-16,"Strategic developments",Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM1156,2019-09-16,Protests,Mozambique,Maputo,Marracuene,Marracuene,-25.7369,32.6764,0
MZM1160,2019-09-14,"Violence against civilians",Mozambique,Nampula,Mecuburi,Namina,-14.7794,38.6163,1
MZM1155,2019-09-14,Protests,Mozambique,Inhambane,Inhambane,Inhambane,-23.8650,35.3833,0
MZM1142,2019-09-13,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM1213,2019-09-13,"Violence against civilians",Mozambique,Maputo,Magude,Mapulanguene,-24.4911,32.0858,0
MZM1224,2019-09-11,Protests,Mozambique,Gaza,Chokwe,Chokwe,-24.5333,32.9833,0
MZM1154,2019-09-11,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,3
MZM1210,2019-09-11,"Violence against civilians",Mozambique,Gaza,Chokwe,Chokwe,-24.5333,32.9833,0
MZM1153,2019-09-11,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7538,40.4497,3
MZM1212,2019-09-11,Riots,Mozambique,Nampula,Mogincual,Namige,-15.5392,40.0874,0
MZM1149,2019-09-10,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.8814,40.4336,15
MZM1148,2019-09-10,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7538,40.4497,8
MZM1209,2019-09-10,"Violence against civilians",Mozambique,Tete,Chifunde,Chifunde,-14.7689,32.8297,0
MZM1147,2019-09-10,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,1
MZM1159,2019-09-09,"Violence against civilians",Mozambique,Tete,Moatize,Zobue,-15.5972,34.4475,0
MZM1146,2019-09-09,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7878,39.9144,3
MZM1226,2019-09-09,"Violence against civilians",Mozambique,Zambezia,Milange,Milange,-16.0986,35.7700,2
MZM1145,2019-09-09,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-10.9931,40.4739,0
MZM1208,2019-09-08,"Violence against civilians",Mozambique,Sofala,Maringue,Maringue,-17.9644,34.3906,0
MZM1207,2019-09-07,"Violence against civilians",Mozambique,Tete,Mutarara,Inhangoma,-17.4888,35.2397,0
MZM1141,2019-09-06,Battles,Mozambique,Manica,Sussundenga,Dombe,-19.7783,33.7602,0
MZM1144,2019-09-06,"Violence against civilians",Mozambique,Zambezia,Derre,Derre,-17.3188,35.9577,0
MZM1206,2019-09-06,"Violence against civilians",Mozambique,Tete,Zumbu,Zumbu,-15.6183,30.4469,0
MZM1205,2019-09-06,"Violence against civilians",Mozambique,Tete,Changara,Chipembere,-16.3283,33.7316,0
MZM1246,2019-09-06,Riots,Mozambique,Nampula,Mogincual,Namige,-15.5392,40.0874,0
MZM1143,2019-09-05,"Violence against civilians",Mozambique,Sofala,Nhamatanda,Nhamatanda,-19.1727,34.2079,0
MZM1204,2019-09-05,"Violence against civilians",Mozambique,Zambezia,Derre,Derre,-17.3188,35.9577,0
MZM1203,2019-09-04,"Violence against civilians",Mozambique,Sofala,Gorongosa,Gorongosa,-18.6792,34.0728,0
MZM1140,2019-09-04,Riots,Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",-25.9622,32.4589,0
MZM1202,2019-09-04,Riots,Mozambique,Nampula,Mecuburi,Mecuburi,-14.6558,38.8908,0
MZM1198,2019-09-03,"Violence against civilians",Mozambique,Gaza,Mapai,Mapai,-22.7651,32.1098,0
MZM1139,2019-09-03,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.5892,40.1931,1
MZM1199,2019-09-03,"Strategic developments",Mozambique,Manica,Macossa,Macossa,-17.8984,33.9364,0
MZM1200,2019-09-03,"Violence against civilians",Mozambique,Sofala,Dondo,Mafambisse,-19.5492,34.6244,1
MZM1201,2019-09-03,"Violence against civilians",Mozambique,Sofala,Dondo,Mafambisse,-19.4987,34.5984,1
MZM1194,2019-09-02,"Violence against civilians",Mozambique,Gaza,Chibuto,Chibuto,-24.6867,33.5306,0
MZM1196,2019-09-02,"Violence against civilians",Mozambique,Niassa,Lago,Metangula,-12.6902,34.8112,0
MZM1138,2019-09-02,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.7078,39.9889,1
MZM1195,2019-09-02,Riots,Mozambique,Gaza,Chigubo,Chigubo,-22.9450,33.2971,0
MZM1197,2019-09-02,Riots,Mozambique,Niassa,Maua,Maua,-13.8755,37.1611,0
MZM1193,2019-09-01,"Violence against civilians",Mozambique,Sofala,Gorongosa,Nhamadze,-18.5034,33.9790,0
MZM1191,2019-08-31,"Violence against civilians",Mozambique,Tete,Moatize,Kambulatsisi,-15.9831,34.1897,0
MZM1192,2019-08-31,"Violence against civilians",Mozambique,Tete,Moatize,Kambulatsisi,-15.9831,34.1897,0
MZM1137,2019-08-31,Protests,Mozambique,Niassa,Lichinga,Lichinga,-13.3128,35.2406,0
MZM1189,2019-08-31,Riots,Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8194,34.8589,0
MZM1190,2019-08-31,Riots,Mozambique,Tete,Tete,Tete,-16.1078,33.6483,0
MZM1136,2019-08-27,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-11.0811,40.3192,3
MZM1134,2019-08-27,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0052,40.4594,4
MZM1133,2019-08-27,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.1631,40.3042,2
MZM1135,2019-08-27,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9671,40.3950,1
MZM1131,2019-08-26,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4061,40.4706,1
MZM1132,2019-08-26,"Violence against civilians",Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",-25.9622,32.4589,1
MZM1129,2019-08-23,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,M'Tamba,-11.2833,39.8327,2
MZM1130,2019-08-23,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,3
MZM1128,2019-08-22,Battles,Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,9
MZM1245,2019-08-20,"Violence against civilians",Mozambique,Sofala,Maringue,Maringue,-17.9644,34.3906,0
MZM1127,2019-08-17,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,27
MZM1126,2019-08-17,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,12
MZM2545,2019-08-15,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM1125,2019-08-11,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM1123,2019-08-10,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,4
MZM1121,2019-08-10,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7878,39.9144,0
MZM1122,2019-08-10,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.5333,40.3666,3
MZM1120,2019-08-10,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,M'Tamba,-11.4003,39.7833,0
MZM1119,2019-08-10,Protests,Mozambique,Manica,Chimoio,Chimoio,-19.1164,33.4833,0
MZM1118,2019-08-08,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.8514,40.5944,0
MZM1116,2019-08-07,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,3
MZM1117,2019-08-07,Battles,Mozambique,"Cabo Delgado",Palma,Palma,-10.7722,40.4756,15
MZM1115,2019-08-02,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-11.9319,40.1103,0
MZM1112,2019-08-02,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM1113,2019-08-02,"Violence against civilians",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM1110,2019-08-01,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM1111,2019-08-01,"Strategic developments",Mozambique,Sofala,Gorongosa,Gorongosa,-18.6792,34.0728,0
MZM1109,2019-08-01,"Violence against civilians",Mozambique,Sofala,Chemba,Chemba,-17.3772,34.9727,0
MZM1108,2019-07-31,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9215,40.4811,0
MZM1107,2019-07-30,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,1
MZM1106,2019-07-29,Protests,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM1114,2019-07-28,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7878,39.9144,2
MZM1104,2019-07-26,Riots,Mozambique,Manica,Chimoio,Chimoio,-19.1164,33.4833,1
MZM1103,2019-07-25,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9850,40.4441,1
MZM1105,2019-07-25,Battles,Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9288,40.4339,5
MZM1102,2019-07-25,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.2658,40.4200,3
MZM1101,2019-07-24,"Violence against civilians",Mozambique,Tete,Tete,Tete,-16.1564,33.5867,0
MZM1100,2019-07-21,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,2
MZM1099,2019-07-21,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM1098,2019-07-21,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-10.9087,40.3619,4
MZM1097,2019-07-20,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,12
MZM1093,2019-07-18,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-11.2002,40.4503,0
MZM1092,2019-07-13,Battles,Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0653,40.4794,2
MZM1096,2019-07-11,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.2658,40.4200,1
MZM1095,2019-07-11,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.1646,40.2437,0
MZM1094,2019-07-11,Protests,Mozambique,Tete,Tete,Tete,-16.1564,33.5867,0
MZM1091,2019-07-11,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7878,39.9144,0
MZM1090,2019-07-10,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM1086,2019-07-06,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0565,40.4946,0
MZM1084,2019-07-04,"Violence against civilians",Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM1089,2019-07-04,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7878,39.9144,3
MZM1085,2019-07-04,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM1083,2019-07-03,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,7
MZM1082,2019-07-02,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0354,40.4634,0
MZM1079,2019-07-02,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0327,40.3894,0
MZM1080,2019-07-02,Protests,Mozambique,Maputo,Boane,"Matola Rio",-25.9108,32.4063,0
MZM1081,2019-07-02,Riots,Mozambique,Maputo,Boane,Boane,-26.0423,32.3302,0
MZM1078,2019-07-01,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,7
MZM1077,2019-06-29,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.5333,40.3666,1
MZM1088,2019-06-27,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.7722,40.4756,10
MZM1087,2019-06-26,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Quionga,-10.5961,40.5098,3
MZM1075,2019-06-26,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Pundanhar,-10.8947,40.0611,11
MZM1074,2019-06-21,"Violence against civilians",Mozambique,Manica,Gondola,Gondola,-19.0883,33.6486,1
MZM1073,2019-06-17,Battles,Mozambique,Maputo,Matutuine,Zitundo,-26.8429,32.8848,2
MZM1072,2019-06-15,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,1
MZM1071,2019-06-13,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,26
MZM1069,2019-06-12,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM1070,2019-06-12,"Violence against civilians",Mozambique,Niassa,Cuamba,Cuamba,-14.8031,36.5372,0
MZM1067,2019-06-04,Battles,Mozambique,"Cabo Delgado",Quissanga,Bilibiza,-12.4128,40.2272,0
MZM1068,2019-06-01,"Violence against civilians",Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,3
MZM1066,2019-06-01,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9850,40.4441,0
MZM1064,2019-05-30,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM1065,2019-05-30,Protests,Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",-25.9622,32.4589,0
MZM1063,2019-05-29,Protests,Mozambique,Maputo,Marracuene,Marracuene,-25.7369,32.6764,0
MZM1061,2019-05-28,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,16
MZM1060,2019-05-22,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Pundanhar,-10.8947,40.0611,2
MZM1055,2019-05-21,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9671,40.3950,3
MZM1059,2019-05-21,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.3083,40.0110,0
MZM1053,2019-05-19,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,M'Tamba,-11.2833,39.8327,0
MZM1054,2019-05-19,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0897,40.4192,0
MZM1052,2019-05-15,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.7722,40.4756,1
MZM1057,2019-05-14,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,0
MZM1050,2019-05-13,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3905,40.3822,2
MZM1056,2019-05-13,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.8593,40.4850,1
MZM1049,2019-05-11,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Quionga,-10.5961,40.5098,0
MZM1048,2019-05-11,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-11.2002,40.4503,0
MZM1047,2019-05-11,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3622,40.1047,3
MZM1062,2019-05-11,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4000,40.2333,2
MZM1041,2019-05-11,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM1045,2019-05-10,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,2
MZM1044,2019-05-10,"Violence against civilians",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM1046,2019-05-10,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.8309,40.6142,1
MZM1040,2019-05-09,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,1
MZM1042,2019-05-09,"Violence against civilians",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,1
MZM1038,2019-05-05,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.0940,40.2444,0
MZM1039,2019-05-05,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.3488,39.4275,3
MZM1037,2019-05-05,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,4
MZM1035,2019-05-04,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.3083,40.0110,0
MZM1031,2019-05-03,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.3381,40.1344,2
MZM1225,2019-05-03,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.1621,39.8395,6
MZM1034,2019-05-02,Protests,Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",-25.9622,32.4589,0
MZM1656,2019-04-30,"Violence against civilians",Mozambique,Tete,Angonia,Ulongue,-14.7161,34.3679,0
MZM1028,2019-04-17,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM1026,2019-04-11,Riots,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM1025,2019-04-06,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.2658,40.4200,0
MZM1030,2019-04-06,"Violence against civilians",Mozambique,Sofala,Chibabava,Muxungue,-20.3889,33.8119,0
MZM1029,2019-04-06,"Violence against civilians",Mozambique,Sofala,Nhamatanda,Nhamatanda,-19.2692,34.2128,0
MZM1033,2019-04-05,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM1024,2019-04-04,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,3
MZM1023,2019-04-03,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.2658,40.4200,2
MZM1022,2019-04-02,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.2658,40.4200,2
MZM1027,2019-04-01,"Violence against civilians",Mozambique,Sofala,Nhamatanda,Tica,-19.3325,34.3168,0
MZM1021,2019-03-24,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.3083,40.0110,2
MZM1019,2019-03-23,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM1020,2019-03-23,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,0
MZM1018,2019-03-23,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2977,40.1902,0
MZM1017,2019-03-22,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2977,40.1902,0
MZM1016,2019-03-15,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,6
MZM1015,2019-03-15,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.2658,40.4200,7
MZM1014,2019-03-14,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4061,40.4706,0
MZM1010,2019-03-05,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4136,40.2005,3
MZM1011,2019-03-05,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4369,40.1872,2
MZM1012,2019-03-05,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.4741,40.0996,2
MZM1007,2019-02-23,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-10.9087,40.3619,5
MZM1008,2019-02-23,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.1631,40.3042,3
MZM1009,2019-02-23,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0653,40.4794,6
MZM1006,2019-02-21,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.7722,40.4756,0
MZM1004,2019-02-21,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.8714,40.3703,1
MZM1005,2019-02-21,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-10.9628,40.3517,2
MZM1003,2019-02-21,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.8309,40.6142,0
MZM1002,2019-02-13,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM1001,2019-02-07,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,7
MZM1000,2019-02-05,Protests,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM999,2019-02-05,Riots,Mozambique,Manica,Manica,Messica,-18.9944,33.0624,1
MZM997,2019-02-01,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,4
MZM998,2019-02-01,Riots,Mozambique,Manica,Chimoio,Chimoio,-19.1164,33.4833,1
MZM996,2019-01-25,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2461,40.1611,0
MZM995,2019-01-21,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.8514,40.5944,2
MZM994,2019-01-20,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.7722,40.4756,2
MZM993,2019-01-19,"Violence against civilians",Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM987,2019-01-17,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.7722,40.4756,1
MZM986,2019-01-17,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4124,40.2004,4
MZM985,2019-01-14,Riots,Mozambique,Gaza,Chokwe,Chokwe,-24.5333,32.9833,0
MZM984,2019-01-13,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.7667,40.4833,7
MZM983,2019-01-10,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4136,40.2005,3
MZM982,2019-01-09,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM981,2019-01-06,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Pundanhar,-10.8947,40.0611,7
MZM980,2019-01-05,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.3175,40.4986,0
MZM978,2019-01-03,"Violence against civilians",Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",-25.9622,32.4589,0
MZM977,2019-01-02,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.7722,40.4756,0
MZM976,2019-01-02,Riots,Mozambique,Zambezia,Morrumbala,Morrumbala,-17.3269,35.5842,1
MZM975,2018-12-26,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0653,40.4794,1
MZM974,2018-12-20,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,3
MZM973,2018-12-19,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.2997,40.1872,1
MZM992,2018-12-18,Protests,Mozambique,Tete,Marara,Marara,-15.9669,33.1539,0
MZM991,2018-12-18,Protests,Mozambique,Tete,Maravia,Chipera,-15.5844,32.7078,0
MZM972,2018-12-18,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-11.9358,39.9847,3
MZM989,2018-12-17,Protests,Mozambique,Tete,Maravia,Chipera,-15.5844,32.7078,0
