event_id_cnty,event_date,event_type,country,admin1,admin2,admin3,latitude,longitude,fatalities
MZM3630,2023-12-07,Protests,Mozambique,Zambezia,"Maganja Da Costa",Maganja,-17.3572,37.4332,0
MZM3622,2023-12-06,Battles,Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.7736,40.1260,5
MZM3623,2023-12-06,"Violence against civilians",Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3626,2023-12-06,Riots,Mozambique,Nampula,Nacala,Nacala,-14.5403,40.6682,0
MZM3629,2023-12-06,Protests,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3627,2023-12-05,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3628,2023-12-05,Protests,Mozambique,Nampula,Nacala,Nacala,-14.5403,40.6682,0
MZM3620,2023-11-29,Protests,Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8436,34.8389,0
MZM3624,2023-11-29,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3618,2023-11-28,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3621,2023-11-28,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.5813,40.0375,0
MZM3619,2023-11-27,Protests,Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8436,34.8389,0
MZM3617,2023-11-24,"Violence against civilians",Mozambique,"Cabo Delgado",Metuge,Metuge,-12.9648,40.2663,2
MZM3615,2023-11-22,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.6061,40.0240,0
MZM3612,2023-11-21,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3625,2023-11-18,Riots,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3603,2023-11-17,"Violence against civilians",Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3613,2023-11-17,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3610,2023-11-16,Protests,Mozambique,Maputo,Marracuene,Marracuene,-25.7369,32.6764,0
MZM3611,2023-11-16,Protests,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3600,2023-11-16,Protests,Mozambique,Nampula,Angoche,Angoche,-16.2325,39.9086,1
MZM3614,2023-11-16,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,2
MZM3616,2023-11-15,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6600,40.3600,0
MZM3609,2023-11-14,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3608,2023-11-13,Protests,Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",-25.9622,32.4589,0
MZM3597,2023-11-12,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,2
MZM3598,2023-11-11,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,1
MZM3599,2023-11-11,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-11.9358,39.9847,1
MZM3601,2023-11-11,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3602,2023-11-11,"Strategic developments",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,0
MZM3604,2023-11-11,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Chai,-11.9358,39.9847,0
MZM3605,2023-11-11,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.1152,40.4086,0
MZM3596,2023-11-10,Protests,Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",-25.9622,32.4589,0
MZM3595,2023-11-10,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.8882,40.0743,3
MZM3594,2023-11-08,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0653,40.4794,0
MZM3593,2023-11-06,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM3592,2023-11-04,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3591,2023-11-03,Riots,Mozambique,Zambezia,Gurue,Gurue,-15.4669,36.9778,1
MZM3571,2023-11-02,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3606,2023-11-01,"Strategic developments",Mozambique,"Cabo Delgado",Quissanga,Quissanga,-12.3822,40.2624,0
MZM3607,2023-11-01,"Strategic developments",Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.4011,40.1187,0
MZM3585,2023-10-31,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3581,2023-10-28,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4061,40.4706,0
MZM3582,2023-10-28,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6600,40.3600,0
MZM3583,2023-10-28,"Strategic developments",Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.3083,40.0110,0
MZM3584,2023-10-28,"Strategic developments",Mozambique,"Cabo Delgado",Quissanga,Quissanga,-12.3822,40.2624,0
MZM3543,2023-10-27,"Strategic developments",Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8436,34.8389,0
MZM3547,2023-10-27,Riots,Mozambique,Nampula,Nacala,Nacala,-14.5428,40.6728,2
MZM3575,2023-10-27,Riots,Mozambique,Inhambane,Vilankulo,Vilankulo,-23.8656,35.3839,0
MZM3576,2023-10-27,Protests,Mozambique,Zambezia,Gurue,Gurue,-15.4669,36.9778,0
MZM3577,2023-10-27,Protests,Mozambique,Zambezia,"Alto Molocue","Alto Molocue",-15.6356,37.6883,0
MZM3578,2023-10-27,Protests,Mozambique,Nampula,"Ilha De Mocambique","Ilha De Mocambique",-15.0342,40.7358,0
MZM3579,2023-10-27,Protests,Mozambique,Nampula,Angoche,Angoche,-16.2325,39.9086,0
MZM3552,2023-10-27,Riots,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3590,2023-10-27,Riots,Mozambique,Nampula,Nacala,Nacala,-14.5403,40.6682,0
MZM3553,2023-10-27,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,3
MZM3546,2023-10-27,Riots,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3549,2023-10-26,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3550,2023-10-26,Riots,Mozambique,Nampula,Nacala,Nacala,-14.5428,40.6728,1
MZM3551,2023-10-26,Riots,Mozambique,Nampula,Nacala,Nacala,-14.5403,40.6682,1
MZM3580,2023-10-25,"Strategic developments",Mozambique,"Cabo Delgado",Quissanga,Quissanga,-12.4341,40.4836,0
MZM3589,2023-10-24,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3542,2023-10-22,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0653,40.4794,0
MZM3588,2023-10-21,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3526,2023-10-20,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3538,2023-10-20,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3544,2023-10-20,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3545,2023-10-20,Protests,Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8436,34.8389,0
MZM3541,2023-10-20,"Strategic developments",Mozambique,"Cabo Delgado",Quissanga,Quissanga,-12.3822,40.2624,0
MZM3537,2023-10-20,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-11.9358,39.9847,0
MZM3587,2023-10-20,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0653,40.4794,0
MZM3521,2023-10-19,"Strategic developments",Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3529,2023-10-19,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3574,2023-10-19,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0653,40.4794,0
MZM3513,2023-10-18,"Strategic developments",Mozambique,Sofala,Dondo,Dondo,-19.6094,34.7431,0
MZM3517,2023-10-18,Riots,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3506,2023-10-18,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.5813,40.0375,0
MZM3512,2023-10-17,"Violence against civilians",Mozambique,Zambezia,Milange,Milange,-16.0986,35.7700,1
MZM3522,2023-10-17,"Strategic developments",Mozambique,Gaza,Chokwe,Chokwe,-24.5333,32.9833,0
MZM3523,2023-10-17,"Strategic developments",Mozambique,Niassa,Cuamba,Cuamba,-14.8031,36.5372,0
MZM3528,2023-10-17,Protests,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3533,2023-10-17,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3535,2023-10-17,Riots,Mozambique,Tete,Moatize,Moatize,-16.1153,33.7294,0
MZM3572,2023-10-16,Protests,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3505,2023-10-16,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.5096,40.0314,0
MZM3514,2023-10-15,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3540,2023-10-15,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.5813,40.0375,1
MZM3548,2023-10-15,"Explosions/Remote violence",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6628,40.3681,0
MZM3586,2023-10-15,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.5742,40.1083,0
MZM3518,2023-10-14,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3527,2023-10-14,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3531,2023-10-14,Protests,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3530,2023-10-14,Protests,Mozambique,Nampula,Nacala,Nacala,-14.5403,40.6682,0
MZM3509,2023-10-13,"Violence against civilians",Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3510,2023-10-13,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-11.9319,40.1103,2
MZM3532,2023-10-13,Protests,Mozambique,Zambezia,Milange,Milange,-16.0986,35.7700,0
MZM3536,2023-10-13,Riots,Mozambique,Sofala,Dondo,Dondo,-19.6094,34.7431,0
MZM3503,2023-10-12,Protests,Mozambique,"Cabo Delgado",Chiure,Chiure,-13.3770,39.9657,1
MZM3504,2023-10-12,Protests,Mozambique,Zambezia,Gurue,Gurue,-15.4669,36.9778,0
MZM3507,2023-10-12,"Strategic developments",Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3508,2023-10-12,"Violence against civilians",Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3511,2023-10-11,"Violence against civilians",Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8436,34.8389,0
MZM3515,2023-10-11,Riots,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3519,2023-10-11,"Strategic developments",Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3520,2023-10-11,"Strategic developments",Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3524,2023-10-11,"Strategic developments",Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3573,2023-10-10,Riots,Mozambique,Maputo,Manhica,Manhica,-25.4022,32.8072,1
MZM3516,2023-10-09,Riots,Mozambique,Niassa,Cuamba,Cuamba,-14.8031,36.5372,0
MZM3501,2023-10-08,"Violence against civilians",Mozambique,Niassa,Lago,Lunho,-12.3588,34.9255,0
MZM3502,2023-10-08,"Violence against civilians",Mozambique,Niassa,Mecanhelas,Insaca,-15.1915,35.8722,0
MZM3500,2023-10-08,Riots,Mozambique,Nampula,Nacala,Nacala,-14.5403,40.6682,0
MZM3495,2023-10-07,Riots,Mozambique,Inhambane,Massinga,Massinga,-23.0967,35.3378,0
MZM3496,2023-10-07,Protests,Mozambique,Inhambane,Zavala,Quissico,-24.7596,34.5100,0
MZM3498,2023-10-07,"Violence against civilians",Mozambique,Nampula,Nacala,Nacala,-14.5403,40.6682,0
MZM3499,2023-10-07,Riots,Mozambique,Nampula,Nacala,Nacala,-14.5403,40.6682,0
MZM3482,2023-10-05,Riots,Mozambique,Inhambane,Homoine,Homoine,-23.8844,35.1514,0
MZM3493,2023-10-05,"Violence against civilians",Mozambique,Gaza,Chokwe,Chokwe,-24.5333,32.9833,0
MZM3494,2023-10-05,Riots,Mozambique,Gaza,Chokwe,Chokwe,-24.5333,32.9833,0
MZM3478,2023-10-04,Riots,Mozambique,Gaza,Chokwe,Chokwe,-24.5333,32.9833,0
MZM3483,2023-10-04,Riots,Mozambique,Gaza,Chokwe,Chokwe,-24.5333,32.9833,0
MZM3480,2023-10-04,Riots,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3534,2023-10-03,"Explosions/Remote violence",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6680,40.2440,3
MZM3489,2023-10-02,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3491,2023-10-02,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,0
MZM3477,2023-10-01,Riots,Mozambique,Nampula,"Ilha De Mocambique","Ilha De Mocambique",-15.0342,40.7358,0
MZM3479,2023-10-01,Riots,Mozambique,Nampula,"Ilha De Mocambique","Ilha De Mocambique",-15.0342,40.7358,0
MZM3488,2023-09-30,"Strategic developments",Mozambique,"Cabo Delgado",Quissanga,Quissanga,-12.4054,40.5162,0
MZM3525,2023-09-30,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6628,40.3681,0
MZM3476,2023-09-29,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4061,40.4706,0
MZM3490,2023-09-29,"Explosions/Remote violence",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6628,40.3681,3
MZM3492,2023-09-29,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,0
MZM3481,2023-09-28,Riots,Mozambique,Tete,Angonia,Ulongue,-14.7161,34.3679,0
MZM3485,2023-09-27,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6600,40.3600,0
MZM3486,2023-09-27,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6628,40.3681,0
MZM3487,2023-09-27,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4061,40.4706,0
MZM3462,2023-09-26,"Violence against civilians",Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3467,2023-09-26,Riots,Mozambique,Inhambane,Massinga,Massinga,-23.0967,35.3378,0
MZM3468,2023-09-26,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3469,2023-09-26,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3463,2023-09-26,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6680,40.2440,0
MZM3464,2023-09-23,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.7078,39.9889,2
MZM3470,2023-09-23,Riots,Mozambique,Gaza,Xai-Xai,Xai-Xai,-25.0519,33.6442,0
MZM3475,2023-09-23,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,3
MZM3484,2023-09-23,"Strategic developments",Mozambique,"Cabo Delgado",Ibo,Ibo,-12.2130,40.5948,0
MZM3459,2023-09-20,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3460,2023-09-20,"Strategic developments",Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8436,34.8389,0
MZM3461,2023-09-20,"Strategic developments",Mozambique,Sofala,Dondo,Dondo,-19.6094,34.7431,0
MZM3458,2023-09-19,"Explosions/Remote violence",Mozambique,Sofala,Dondo,Dondo,-19.6094,34.7431,1
MZM3457,2023-09-17,"Violence against civilians",Mozambique,Tete,Tete,Tete,-16.1564,33.5867,1
MZM3465,2023-09-17,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8081,40.0064,0
MZM3466,2023-09-17,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.6558,39.9372,0
MZM3472,2023-09-17,"Strategic developments",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,0
MZM3570,2023-09-15,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM3471,2023-09-14,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3454,2023-09-14,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,0
MZM3455,2023-09-14,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.5277,40.2476,11
MZM3451,2023-09-11,"Explosions/Remote violence",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6680,40.2440,3
MZM3453,2023-09-11,"Violence against civilians",Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3452,2023-09-11,Protests,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3456,2023-09-09,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7975,40.4411,0
MZM3447,2023-09-04,Protests,Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.1704,40.3073,0
MZM3445,2023-09-03,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3441,2023-08-23,"Strategic developments",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,0
MZM3432,2023-08-22,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3440,2023-08-22,"Strategic developments",Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3430,2023-08-22,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,12
MZM3436,2023-08-20,Riots,Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8436,34.8389,0
MZM3439,2023-08-20,"Strategic developments",Mozambique,"Cabo Delgado",Mueda,Mueda,-11.6645,39.5635,0
MZM3435,2023-08-19,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,1
MZM3438,2023-08-19,"Strategic developments",Mozambique,"Cabo Delgado",Mueda,Mueda,-11.6645,39.5635,0
MZM3443,2023-08-19,Protests,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM3434,2023-08-17,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4464,40.3592,0
MZM3444,2023-08-17,"Explosions/Remote violence",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.4464,40.3592,2
MZM3446,2023-08-16,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9215,40.4811,1
MZM3433,2023-08-15,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.0215,40.1463,0
MZM3473,2023-08-15,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM3474,2023-08-15,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM3428,2023-08-14,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3450,2023-08-14,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0653,40.4794,0
MZM3427,2023-08-10,"Strategic developments",Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3448,2023-08-09,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3429,2023-08-08,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.9030,40.2881,7
MZM3449,2023-08-08,Battles,Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8551,39.9586,0
MZM3442,2023-08-05,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3426,2023-07-31,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM3422,2023-07-30,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.7819,40.0843,7
MZM3424,2023-07-29,"Violence against civilians",Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3437,2023-07-28,"Strategic developments",Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8436,34.8389,0
MZM3419,2023-07-25,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3420,2023-07-24,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM3415,2023-07-21,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.8966,40.1097,3
MZM3416,2023-07-21,"Violence against civilians",Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,1
MZM3417,2023-07-19,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3403,2023-07-18,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.8814,40.4336,1
MZM3418,2023-07-18,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3413,2023-07-18,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.8814,40.4336,1
MZM3406,2023-07-17,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-11.8966,40.1097,2
MZM3407,2023-07-15,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9215,40.4811,0
MZM3410,2023-07-15,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.0215,40.1463,0
MZM3405,2023-07-14,"Strategic developments",Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3411,2023-07-12,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM3402,2023-07-11,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM3414,2023-07-11,Riots,Mozambique,"Cabo Delgado",Macomia,Macomia,-11.8534,40.4854,0
MZM3400,2023-07-10,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3401,2023-07-10,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,3
MZM3399,2023-07-10,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.8814,40.4336,1
MZM3421,2023-07-10,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6680,40.2440,0
MZM3423,2023-07-09,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-11.8966,40.1097,1
MZM3397,2023-07-07,"Strategic developments",Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3404,2023-07-06,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6680,40.2440,0
MZM3395,2023-07-04,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3396,2023-07-03,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,0
MZM3409,2023-07-02,Protests,Mozambique,Nampula,Mogovolas,Nametil,-15.6833,39.2389,0
MZM3392,2023-07-01,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3393,2023-07-01,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6600,40.3600,1
MZM3391,2023-07-01,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.8814,40.4336,6
MZM3390,2023-06-30,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.8814,40.4336,7
MZM3398,2023-06-30,"Strategic developments",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,0
MZM3384,2023-06-29,"Strategic developments",Mozambique,Nampula,Nacala,Nacala,-14.5428,40.6728,0
MZM3385,2023-06-29,"Strategic developments",Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM3386,2023-06-28,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0653,40.4794,0
MZM3394,2023-06-28,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6680,40.2440,1
MZM3412,2023-06-28,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,M'Tamba,-11.2418,39.8882,0
MZM3431,2023-06-28,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3408,2023-06-27,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,0
MZM3382,2023-06-26,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3388,2023-06-24,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3380,2023-06-23,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6680,40.2440,2
MZM3383,2023-06-23,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.5277,40.2476,1
MZM3376,2023-06-21,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia",Mbau,-11.6600,40.3600,0
MZM3377,2023-06-20,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3373,2023-06-19,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM3378,2023-06-19,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM3389,2023-06-19,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM3375,2023-06-17,"Strategic developments",Mozambique,Zambezia,Morrumbala,Morrumbala,-17.3269,35.5842,1
MZM3370,2023-06-15,"Strategic developments",Mozambique,Sofala,Buzi,Sofala,-20.1550,34.7317,0
