id,Country,Province,District,Posto,Localidade,Urbanization Status,Cluster Area (from IEP),Cluster Area in km2,Population (from IEP),Population 2025,Population density,Population within 20 km,Buildings (from IEP),Buildings,Distance from MV power lines,Distance from nearest mini-grid,Nightlight (from IEP),Night lights intensity,Electrification status nightlights,Electrification status (IEP study),Least-cost electrification mode (IEP results),Relative Wealth Index,Percentage of food-insecure people,Livelihoods,Conflict fatalities nearby,Cyclone hazard (1 in 100 years wind speed),Elevation,Mean temperature,Mean diurnal temperature range,Cooling Degree Days Cold Room at 4C,Hot days (>30C) in a year,Relative humidity,Precipitation,Aridity Index,Climate class,Solar PV Output (kWh/year per installed kW),Cropland area ha,Cropland percentage of Influence area,Permanent water area (ha) within 10 km,Distance from coastlines,Travel time airports,Travel time ports,Travel time cities,Travel time capital,Travel time railway stations,Export Market Accessibility,National Market Accessibility,Fresh Markets Accessibility,Farming Activity,Ag Cooling Demand Export Market,Ag Cooling Demand National Market,Ag Cooling Demand Fresh Markets,Ag Cooling Demand ALL Markets,Banana production,Cassava production,Citrus production,Cashew Nut production,Cotton production,Maize production,Other Roots & Tubers production,Plantain production,Potato production,Rice production,Sorghum production,Sugarcane production,Sweet Potato production,Temperate Fruit production,Tobacco production,Tropical Fruit production,Vegetables production,Tomato production,Fishing Activity (marine + inland),Fishing type,Fish Cooling Demand Export Market,Fish Cooling Demand National Market,Fish Cooling Demand Fresh Markets,Fish Cooling Demand ALL Markets,Fresh Markets Accessibility - class,National Market Accessibility - class,Export Market Accessibility - class,Ag Cooling Demand ALL Markets - class,Fish Cooling Demand ALL Markets - class,Cooling_potential,Ground_Survey,Staple_Crop Production (t/y),Perishable_Crop Production (t/y),Cash Crop Production (t/y),PUE_potential
1484,Mozambique,TETE,MAGOE,CHINTHOPO,Chinthopo Sede,Rural Clusters,0.391,0.363,2169.34,2169,5973,17126,867,867,307.466,42.013,0.0,0.3,likely electrified,99,10,0.4,0.15,Cahora Bassa Dam Sesame and Cotton,3,14,336.0,25.7,1.4,7920,155.0,60.0,1042.0,0.34,"BSh  Arid, steppe, hot",2153,105.393,2.39,862.5,653.9,7.4,8.2,14.4,29.6,8.2,0.152,0.085,0.111,0.023,0.163,0.141,0.169,0.148,0.0,0.5,0.0,0.0,0.8,283.5,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.9,0.7,0.603,inland,0.386,0.378,0.373,0.385,Low,Low,Low,Low,High,High,No,284.20000000000005,1.5,1.7000000000000002,High
1492,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Rural Clusters,0.268,0.249,515.99,516,2071,5671,434,434,296.551,33.352,0.0,0.2,likely electrified,99,10,-0.5,0.0,Cahora Bassa Dam Sesame and Cotton,0,17,340.0,25.8,1.4,7957,202.0,58.0,884.0,0.35,"BSh  Arid, steppe, hot",2165,22.11,0.363,1676.9,646.6,7.3,8.0,14.3,29.4,8.1,0.158,0.085,0.076,0.004,0.159,0.133,0.146,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829,inland,0.518,0.5,0.47,0.504,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1508,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Rural Clusters,0.089,0.083,744.57,745,8962,8826,175,175,305.117,39.422,0.446,0.4,likely electrified,1,1,-0.1,0.0,Cahora Bassa Dam Sesame and Cotton,3,14,334.0,25.8,1.4,7957,155.0,60.0,1042.0,0.35,"BSh  Arid, steppe, hot",2155,0.0,0.0,1023.5,653.5,7.4,8.1,14.4,29.5,8.2,0.154,0.084,0.085,0.0,0.154,0.13,0.148,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664,inland,0.424,0.412,0.393,0.416,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1510,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Rural Clusters,0.533,0.495,983.04,983,1984,6803,955,955,300.979,36.455,0.0,0.2,likely electrified,99,10,-0.4,0.0,Cahora Bassa Dam Sesame and Cotton,3,16,342.0,25.8,1.4,7957,202.0,58.0,884.0,0.36,"BSh  Arid, steppe, hot",2158,7.78,0.168,1416.8,650.6,7.3,8.1,14.3,29.5,8.1,0.157,0.085,0.08,0.002,0.157,0.132,0.147,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.777,inland,0.488,0.472,0.446,0.476,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1515,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Low Density Rural,0.235,0.218,403.92,404,1852,7362,229,229,302.759,37.629,0.0,0.3,likely electrified,99,10,0.0,0.0,Cahora Bassa Dam Sesame and Cotton,3,14,342.0,25.8,1.4,7957,179.0,59.0,963.0,0.35,"BSh  Arid, steppe, hot",2156,0.0,0.0,1255.4,652.0,7.3,8.1,14.3,29.5,8.1,0.157,0.085,0.081,0.0,0.156,0.131,0.146,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736,inland,0.466,0.451,0.427,0.455,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1520,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Suburban or Peri Urban,0.293,0.272,2969.42,2969,10895,12236,299,299,305.828,39.815,0.913,0.6,electrified,1,1,0.1,0.0,Cahora Bassa Dam Sesame and Cotton,3,14,342.0,25.7,1.4,7920,155.0,60.0,1042.0,0.36,"BSh  Arid, steppe, hot",2155,3.861,1.907,966.5,654.2,7.4,8.1,14.4,29.5,8.2,0.154,0.084,0.096,0.015,0.16,0.136,0.158,0.142,0.0,0.5,0.0,0.0,0.8,283.5,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.9,0.7,0.644,inland,0.41,0.4,0.386,0.405,Low,Low,Low,Low,High,High,No,284.20000000000005,1.5,1.7000000000000002,High
1533,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Rural Clusters,0.396,0.367,675.97,688,1872,4932,744,744,293.332,31.382,0.0,0.2,likely electrified,99,10,-0.4,0.0,Cahora Bassa Dam Sesame and Cotton,0,17,346.0,25.8,1.4,7957,202.0,58.0,884.0,0.34,"BSh  Arid, steppe, hot",2171,68.86,1.944,2253.3,645.7,7.3,8.0,14.3,29.4,8.1,0.158,0.085,0.074,0.018,0.166,0.141,0.151,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904,inland,0.56,0.54,0.506,0.544,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1540,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Dense Urban Clusters,1.878,1.745,48357.13,48357,27716,63548,2959,2959,307.095,40.446,3.086,1.1,electrified,1,1,-0.1,0.0,Cahora Bassa Dam Sesame and Cotton,3,14,345.0,25.7,1.4,7920,155.0,60.0,1042.0,0.35,"BSh  Arid, steppe, hot",2155,43.115,1.096,868.0,655.7,7.4,8.2,14.5,29.6,8.3,0.151,0.095,0.257,0.01,0.155,0.139,0.231,0.166,0.0,0.5,0.0,0.0,0.8,283.5,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.9,0.7,0.605,inland,0.387,0.385,0.447,0.412,Medium,Low,Low,Low,High,High,No,284.20000000000005,1.5,1.7000000000000002,High
1576,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Low Density Rural,0.168,0.156,219.46,220,1410,3668,262,262,291.248,29.541,0.0,0.2,likely electrified,99,10,-0.3,0.0,Cahora Bassa Dam Sesame and Cotton,0,17,344.0,25.8,1.4,7957,202.0,58.0,884.0,0.34,"BSh  Arid, steppe, hot",2170,37.067,2.321,2567.9,645.1,7.2,8.0,14.3,29.4,8.1,0.16,0.085,0.07,0.02,0.168,0.142,0.151,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929,inland,0.576,0.553,0.517,0.557,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1622,Mozambique,TETE,ZUMBU,ZUMBU,Mukangadzi,Low Density Rural,0.162,0.15,34.2,34,226,1790,320,320,229.671,49.315,0.0,0.2,likely electrified,99,3,-0.7,0.0,Cahora Bassa Dam Sesame and Cotton,0,23,359.0,25.8,1.4,7957,198.0,58.0,867.0,0.37,"Aw   Tropical, savannah",2164,51.644,2.664,1332.4,604.6,11.6,13.9,19.6,34.7,14.1,0.006,0.003,0.012,0.023,0.088,0.101,0.125,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756,inland,0.393,0.419,0.402,0.411,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1626,Mozambique,TETE,ZUMBU,ZUMBU,Mukangadzi,Low Density Rural,0.289,0.268,61.17,61,227,2026,322,322,210.198,67.419,0.0,0.2,likely electrified,99,3,0.0,0.0,Cahora Bassa Dam Sesame and Cotton,0,26,334.0,26.1,1.4,8067,198.0,58.0,816.0,0.36,"Aw   Tropical, savannah",2152,84.539,0.334,11005.1,592.4,8.2,10.5,16.2,31.3,10.7,0.081,0.043,0.046,0.006,0.125,0.119,0.139,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,inland,0.578,0.575,0.547,0.575,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1630,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Rural Clusters,0.474,0.44,1071.88,1072,2434,64720,714,714,310.026,41.87,0.41,0.3,likely electrified,99,10,-0.6,0.0,Cahora Bassa Dam Sesame and Cotton,3,14,334.0,25.8,1.4,7957,155.0,60.0,1042.0,0.34,"BSh  Arid, steppe, hot",2149,148.394,4.531,467.1,659.4,7.7,8.5,14.8,29.9,8.6,0.137,0.087,0.258,0.041,0.167,0.154,0.248,0.181,0.0,0.5,0.0,0.0,0.8,283.5,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.9,0.7,0.396,inland,0.265,0.272,0.345,0.298,Medium,Low,Low,Low,Medium,Medium,No,284.20000000000005,1.5,1.7000000000000002,Medium
1631,Mozambique,TETE,ZUMBU,ZUMBU,Mphangula,Low Density Rural,0.194,0.18,66.27,66,366,733,142,142,266.02,25.913,0.0,0.2,likely electrified,99,3,-0.3,0.0,Cahora Bassa Dam Sesame and Cotton,0,20,346.0,25.9,1.4,7993,200.0,59.0,903.0,0.36,"BSh  Arid, steppe, hot",2132,27.593,0.048,7694.8,628.8,11.4,12.2,18.4,33.6,12.2,0.022,0.012,0.021,0.001,0.087,0.096,0.121,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,inland,0.54,0.553,0.53,0.55,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1632,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Low Density Rural,0.289,0.269,423.54,424,1577,2632,859,859,288.916,27.445,0.0,0.2,likely electrified,99,10,-0.3,0.0,Cahora Bassa Dam Sesame and Cotton,0,17,336.0,25.9,1.4,7993,202.0,58.0,884.0,0.33,"BSh  Arid, steppe, hot",2166,44.345,2.222,3078.3,644.6,7.3,8.1,14.4,29.5,8.2,0.155,0.082,0.065,0.019,0.167,0.142,0.15,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.957,inland,0.591,0.568,0.53,0.572,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1644,Mozambique,TETE,ZUMBU,ZUMBU,Mukangadzi,Low Density Rural,0.184,0.171,33.51,34,199,1816,377,377,229.406,49.759,0.0,0.2,likely electrified,99,3,-0.7,0.0,Cahora Bassa Dam Sesame and Cotton,0,23,370.0,25.7,1.4,7920,198.0,58.0,867.0,0.37,"Aw   Tropical, savannah",2161,199.258,5.115,832.6,605.1,11.7,14.0,19.7,34.8,14.2,0.005,0.003,0.012,0.047,0.098,0.111,0.134,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,inland,0.297,0.328,0.317,0.319,Low,Low,Low,Low,Medium,Medium,No,0.0,0.0,0.0,Medium
1659,Mozambique,TETE,ZUMBU,ZUMBU,Mphangula,Low Density Rural,0.188,0.174,224.13,224,1284,1921,214,214,285.915,25.243,0.0,0.2,likely electrified,99,10,0.0,0.0,Cahora Bassa Dam Sesame and Cotton,0,17,340.0,25.9,1.4,7993,202.0,58.0,884.0,0.34,"BSh  Arid, steppe, hot",2157,4.164,0.144,3980.3,643.4,7.4,8.1,14.4,29.5,8.2,0.154,0.082,0.063,0.001,0.157,0.132,0.14,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982,inland,0.603,0.581,0.542,0.585,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1663,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Low Density Rural,0.194,0.181,307.82,308,1705,3304,308,308,289.745,26.866,0.0,0.2,likely electrified,99,10,-0.5,0.0,Cahora Bassa Dam Sesame and Cotton,0,17,350.0,25.8,1.4,7957,202.0,58.0,884.0,0.34,"BSh  Arid, steppe, hot",2162,65.81,2.588,2548.1,646.2,7.4,8.2,14.5,29.6,8.3,0.151,0.08,0.067,0.023,0.164,0.141,0.151,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928,inland,0.569,0.55,0.515,0.553,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1675,Mozambique,TETE,ZUMBU,ZUMBU,Mphangula,Low Density Rural,0.205,0.19,204.82,205,1077,1604,251,251,283.372,23.599,0.0,0.2,likely electrified,99,3,-0.2,0.0,Cahora Bassa Dam Sesame and Cotton,0,17,335.0,25.9,1.4,7993,202.0,58.0,884.0,0.35,"BSh  Arid, steppe, hot",2148,26.449,0.27,4522.8,642.4,7.5,8.2,14.5,29.6,8.3,0.149,0.08,0.061,0.003,0.155,0.132,0.14,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989,inland,0.605,0.584,0.544,0.587,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1689,Mozambique,TETE,ZUMBU,ZUMBU,Mphangula,Low Density Rural,0.568,0.527,375.55,376,713,971,625,625,273.853,21.828,0.0,0.3,likely electrified,99,3,-0.6,0.0,Cahora Bassa Dam Sesame and Cotton,0,17,337.0,25.9,1.4,7993,200.0,59.0,903.0,0.37,"BSh  Arid, steppe, hot",2116,30.288,0.292,6930.8,636.5,9.4,10.2,16.5,31.6,10.3,0.072,0.038,0.04,0.003,0.114,0.11,0.13,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,inland,0.567,0.567,0.539,0.566,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1701,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Rural Clusters,0.218,0.203,751.4,751,3702,65045,325,325,312.044,42.088,0.0,0.2,likely electrified,99,10,-0.7,0.0,Cahora Bassa Dam Sesame and Cotton,3,14,351.0,25.8,1.4,7957,169.0,59.0,934.0,0.34,"BSh  Arid, steppe, hot",2138,31.298,0.63,170.6,664.1,7.9,8.6,14.9,30.0,8.7,0.131,0.084,0.258,0.006,0.145,0.134,0.232,0.161,0.0,3.4,0.0,0.0,0.8,363.8,0.0,0.0,0.0,0.0,0.3,0.0,1.5,0.0,0.0,0.0,3.3,4.9,0.169,inland,0.134,0.151,0.232,0.175,Medium,Low,Low,Low,Low,Low,No,369.0,8.2,4.1,Low
1725,Mozambique,TETE,ZUMBU,ZUMBU,Mphangula,Low Density Rural,0.126,0.118,88.67,89,757,747,386,386,271.444,18.375,0.0,0.3,likely electrified,99,3,0.0,0.0,Cahora Bassa Dam Sesame and Cotton,0,17,353.0,25.8,1.4,7957,155.0,61.0,1036.0,0.37,"BSh  Arid, steppe, hot",2100,30.633,0.16,2257.2,638.2,9.9,10.6,16.9,32.0,10.7,0.059,0.031,0.035,0.002,0.104,0.104,0.126,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904,inland,0.505,0.511,0.487,0.509,Low,Low,Low,Low,High,High,No,0.0,0.0,0.0,High
1756,Mozambique,TETE,ZUMBU,ZUMBU,Zumbu-Sede,Low Density Rural,0.113,0.105,218.81,219,2085,4254,249,249,290.953,22.961,0.0,0.2,likely electrified,99,3,-0.6,0.0,Cahora Bassa Dam Sesame and Cotton,0,17,382.0,25.6,1.4,7884,160.0,60.0,1001.0,0.36,"BSh  Arid, steppe, hot",2136,61.366,0.251,43.3,652.8,7.0,7.8,14.0,29.2,7.8,0.171,0.092,0.074,0.004,0.161,0.133,0.141,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,inland,0.083,0.085,0.075,0.082,Low,Low,Low,Low,Low,Low,No,0.0,0.0,0.0,Low
1836,Mozambique,TETE,ZUMBU,ZUMBU,Miruro,Low Density Rural,0.252,0.235,457.63,458,1951,64309,479,479,307.35,35.281,0.0,0.2,likely electrified,99,8,-0.7,0.0,Cahora Bassa Dam Sesame and Cotton,0,14,343.0,25.9,1.4,7993,169.0,59.0,934.0,0.35,"BSh  Arid, steppe, hot",2130,11.423,0.147,2.6,668.4,7.9,8.6,14.9,30.0,8.7,0.131,0.084,0.256,0.002,0.145,0.134,0.231,0.161,0.0,6.5,0.0,0.0,0.0,206.8,0.0,0.0,0.0,0.0,0.5,0.0,3.1,0.0,0.0,0.0,5.4,9.2,0.002,inland,0.043,0.065,0.15,0.087,Medium,Low,Low,Low,Low,Low,No,216.9,15.0,5.4,Low
1871,Mozambique,TETE,ZUMBU,ZUMBU,Miruro,Low Density Rural,0.172,0.16,253.04,253,1581,64706,151,151,306.588,34.221,0.0,0.3,likely electrified,99,3,-0.7,0.0,Cahora Bassa Dam Sesame and Cotton,0,14,356.0,25.8,1.4,7957,169.0,59.0,934.0,0.36,"BSh  Arid, steppe, hot",2123,6.457,0.358,1.4,669.5,7.9,8.6,14.9,30.0,8.7,0.131,0.084,0.257,0.003,0.143,0.132,0.23,0.159,0.0,3.6,0.0,0.0,0.0,126.5,0.0,0.0,0.0,0.0,0.3,0.0,1.7,0.0,0.0,0.0,3.0,5.0,0.0,inland,0.04,0.062,0.148,0.084,Medium,Low,Low,Low,Low,Low,No,132.1,8.3,3.0,Low
1908,Mozambique,TETE,ZUMBU,ZUMBU,Miruro,Low Density Rural,0.142,0.132,180.13,180,1361,65522,190,190,309.822,37.216,0.0,0.2,likely electrified,99,3,-0.6,0.0,Cahora Bassa Dam Sesame and Cotton,0,13,345.0,25.9,1.4,7993,169.0,59.0,934.0,0.33,"BSh  Arid, steppe, hot",2125,8.557,0.454,1.4,672.9,9.0,9.7,16.0,31.1,9.8,0.088,0.059,0.249,0.004,0.123,0.122,0.229,0.148,0.0,3.6,0.0,0.0,0.0,126.5,0.0,0.0,0.0,0.0,0.3,0.0,1.7,0.0,0.0,0.0,3.0,5.0,0.0,inland,0.018,0.051,0.146,0.072,Medium,Low,Low,Low,Low,Low,No,132.1,8.3,3.0,Low
2172,Mozambique,TETE,ZUMBU,ZAMBUE,Chaualo,Low Density Rural,0.127,0.118,136.74,137,1156,3236,141,141,321.649,57.618,0.0,0.2,likely electrified,99,3,-0.5,0.0,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,12,368.0,25.2,1.4,7738,171.0,60.0,968.0,0.35,"BSh  Arid, steppe, hot",2115,229.775,2.729,13.2,708.5,9.2,9.9,16.2,31.3,10.0,0.081,0.043,0.05,0.03,0.118,0.112,0.134,0.11,0.0,12.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.8,0.0,5.5,0.0,0.0,0.0,10.8,16.7,0.013,inland,0.005,0.034,0.039,0.026,Low,Low,Low,Low,Low,Low,No,596.3,28.3,10.8,Low
2183,Mozambique,TETE,ZUMBU,ZAMBUE,Chaualo,Low Density Rural,0.291,0.272,374.14,374,1375,2564,221,221,317.251,53.563,0.0,0.2,likely electrified,99,3,-0.4,0.0,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,12,380.0,25.4,1.4,7811,171.0,60.0,968.0,0.34,"BSh  Arid, steppe, hot",2096,75.37,0.798,10.1,705.9,8.5,9.3,15.6,30.7,9.4,0.104,0.055,0.054,0.009,0.123,0.111,0.13,0.111,0.0,12.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.8,0.0,5.5,0.0,0.0,0.0,10.8,16.7,0.01,inland,0.021,0.043,0.043,0.036,Low,Low,Low,Low,Low,Low,No,596.3,28.3,10.8,Low
2216,Mozambique,TETE,ZUMBU,ZAMBUE,Chaualo,Very Low Density Rural,0.127,0.118,118.87,119,1004,1739,100,100,315.037,51.336,0.0,1.4,electrified,99,3,-0.5,0.0,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,12,380.0,25.5,1.4,7848,171.0,60.0,968.0,0.34,"BSh  Arid, steppe, hot",2086,21.422,0.176,8.5,705.6,8.7,9.5,15.7,30.9,9.5,0.097,0.052,0.05,0.002,0.118,0.109,0.127,0.107,0.0,5.6,0.0,0.0,0.0,347.5,0.0,0.0,0.0,0.0,0.4,0.0,2.5,0.0,0.0,0.0,5.1,7.7,0.008,inland,0.019,0.043,0.042,0.035,Low,Low,Low,Low,Low,Low,No,356.0,13.2,5.1,Low
2267,Mozambique,TETE,ZUMBU,ZAMBUE,Chaualo,Low Density Rural,0.193,0.18,249.9,250,1386,3593,143,143,324.412,60.76,0.0,0.2,likely electrified,99,3,-0.5,0.0,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,12,372.0,25.1,1.4,7702,171.0,60.0,968.0,0.34,"BSh  Arid, steppe, hot",2108,163.914,1.11,11.3,713.7,9.3,10.0,16.3,31.4,10.1,0.077,0.041,0.05,0.014,0.105,0.101,0.125,0.099,0.0,14.1,0.0,0.0,0.0,416.0,0.0,0.0,11.3,0.0,1.1,0.0,6.3,0.0,0.0,0.0,12.2,20.2,0.011,inland,0.0,0.03,0.036,0.022,Low,Low,Low,Low,Low,Low,No,448.8,43.900000000000006,12.2,Low
3288,Mozambique,GAZA,MASSINGIR,MAVODZE,Machamba,Very Low Density Rural,0.332,0.279,24.63,25,89,104,339,339,154.833,80.957,0.0,0.2,likely electrified,99,3,-0.4,0.0,Southern Semiarid Cereals and Cattle,0,70,192.0,23.8,1.4,7227,178.0,59.0,492.0,0.25,"BSh  Arid, steppe, hot",1865,5.277,0.01,2.4,254.8,2.1,7.8,7.6,7.8,2.8,0.566,0.415,0.123,0.0,0.329,0.259,0.127,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,inland,0.237,0.193,0.04,0.159,Low,High,Very High,Low,Low,Low,No,0.0,0.0,0.0,Low
3297,Mozambique,GAZA,CHICUALACUALA,PAFURI,Machamba,Very Low Density Rural,0.157,0.133,11.09,11,83,116,133,133,156.328,82.101,0.0,0.2,likely electrified,99,3,-0.6,0.0,Southern Semiarid Cereals and Cattle,0,70,198.0,23.8,1.4,7227,178.0,59.0,492.0,0.24,"BSh  Arid, steppe, hot",1864,0.0,0.0,2.4,256.4,2.1,7.9,7.7,7.9,2.7,0.566,0.412,0.122,0.0,0.329,0.258,0.127,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,inland,0.237,0.192,0.04,0.158,Low,High,Very High,Low,Low,Low,No,0.0,0.0,0.0,Low
3326,Mozambique,GAZA,CHICUALACUALA,PAFURI,Mbuzi,Low Density Rural,0.486,0.414,85.29,85,205,25538,228,228,215.781,58.872,0.0,0.2,likely electrified,99,3,0.0,0.0,Limpopo and Elephant Rivers Mixed Cropping,0,72,162.0,24.3,1.4,7410,184.0,59.0,502.0,0.19,"BSh  Arid, steppe, hot",1930,160.115,0.372,1.3,322.8,0.6,8.3,8.2,8.3,0.7,0.656,0.444,0.198,0.008,0.392,0.289,0.176,0.281,0.0,1812.0,19.1,0.0,0.0,266.1,3.3,0.0,0.0,0.0,14.3,0.0,221.9,10.9,0.0,0.0,7.5,13.3,0.0,inland,0.299,0.219,0.087,0.204,Low,Very High,Very High,Medium,Low,Medium,No,2317.6000000000004,2055.6,18.4,Low
3337,Mozambique,GAZA,CHICUALACUALA,MAPAI,Mapai Rio,Low Density Rural,0.282,0.24,44.84,45,187,25738,124,124,218.752,57.811,0.0,0.2,likely electrified,99,3,-0.6,0.0,Limpopo and Elephant Rivers Mixed Cropping,0,72,157.0,24.4,1.4,7446,184.0,59.0,502.0,0.2,"BSh  Arid, steppe, hot",1940,177.944,1.916,1.3,325.8,0.7,8.4,8.3,8.4,0.8,0.646,0.437,0.197,0.021,0.396,0.295,0.183,0.287,0.0,1812.0,19.1,0.0,0.0,266.1,3.3,0.0,0.0,0.0,14.3,0.0,221.9,10.9,0.0,0.0,7.5,13.3,0.0,inland,0.296,0.217,0.089,0.203,Low,Very High,Very High,Medium,Low,Medium,No,2317.6000000000004,2055.6,18.4,Low
3358,Mozambique,GAZA,CHICUALACUALA,PAFURI,Mbuzi,Low Density Rural,0.786,0.67,110.5,110,164,25722,263,263,223.525,52.003,0.0,0.2,likely electrified,99,3,-0.5,0.0,Limpopo and Elephant Rivers Mixed Cropping,0,72,173.0,24.3,1.4,7410,184.0,59.0,502.0,0.2,"BSh  Arid, steppe, hot",1943,118.263,0.948,1.3,330.5,0.7,8.4,8.3,8.4,0.8,0.646,0.437,0.197,0.012,0.389,0.288,0.177,0.28,0.0,1812.0,19.1,0.0,0.0,266.1,3.3,0.0,0.0,0.0,14.3,0.0,221.9,10.9,0.0,0.0,7.5,13.3,0.0,inland,0.293,0.215,0.087,0.201,Low,Very High,Very High,Medium,Low,Medium,No,2317.6000000000004,2055.6,18.4,Low
