id,Country,Region,District,Postos,Postos_INE,Urbanization Status,Cluster Area (from IEP),Cluster Area in km2,Population (from IEP),Population 2025,Population density,Population within 20 km,Buildings (from IEP),Buildings,Distance from MV power lines,Distance from nearest mini-grid,Nightlight (from IEP),Night lights intensity,Electrification status nightlights,Electrification status (IEP study),Least-cost electrification mode (IEP results),Least-cost elec. New Capacity (kW),Least-cost elec. Generating Cost ($/kWh),Relative Wealth Index,Percentage of food-insecure people,Livelihoods,Conflict fatalities nearby,Cyclone hazard (1 in 100 years wind speed),Elevation,Mean temperature,Mean diurnal temperature range,Cooling Degree Days Cold Room at 4C,Hot days (>30C) in a year,Relative humidity,Precipitation,Aridity Index,Climate class,Solar PV Output (kWh/year per installed kW),Cropland area ha,Cropland percentage of Influence area,Permanent water area (ha) within 10 km,Distance from coastlines,Travel time airports,Travel time ports,Travel time cities,Travel time capital,Travel time railway stations,Export Market Accessibility,National Market Accessibility,Fresh Markets Accessibility,Farming Activity,Ag Cooling Demand Export Market,Ag Cooling Demand National Market,Ag Cooling Demand Fresh Markets,Ag Cooling Demand ALL Markets,Banana production,Cassava production,Citrus production,Cashew Nut production,Cotton production,Maize production,Other Roots & Tubers production,Plantain production,Potato production,Rice production,Sorghum production,Sugarcane production,Sweet Potato production,Temperate Fruit production,Tobacco production,Tropical Fruit production,Vegetables production,Tomato production,Fishing Activity (marine + inland),Fishing type,Fish Cooling Demand Export Market,Fish Cooling Demand National Market,Fish Cooling Demand Fresh Markets,Fish Cooling Demand ALL Markets,Fresh Markets Accessibility - class,National Market Accessibility - class,Export Market Accessibility - class,Ag Cooling Demand ALL Markets - class,Fish Cooling Demand ALL Markets - class,Cooling_potential,Ground_Survey,Staple_Crop Production (t/y),Perishable_Crop Production (t/y),Cash Crop Production (t/y),PUE_potential
3005,Mozambique,TETE,ZUMBU,MUZE,Muze,Low Density Rural,0.377,0.353,122.078,122,346,14634,418,418,216.168,26.287,0,0.2,likely electrified,99,3,1.325,0.959,-0.6,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,18,1001,21.9,1.2,6533,75,62,890,0.54,"Cwa  Temperate, dry winter, hot summer",2053,624.232,41.033,0,672.7,6.5,7.3,13.6,28.7,7.4,0.196,0.107,0.111,0.348,0.275,0.239,0.247,0.248,0,155.7,35,0,0.7,2667.7,3.9,0,969.5,15.9,62.9,0,241,49.4,39.2,14.7,25.2,75.9,,none,,,,,Low,Low,Low,Medium,None,Medium,No,4116.6,1459.4,129.2,None
3018,Mozambique,TETE,ZUMBU,MUZE,Muze,Low Density Rural,0.266,0.248,71.602,72,289,14444,184,184,213.049,27.383,0,0.2,likely electrified,99,3,0.777,0.959,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,18,987,22,1.2,6570,75,62,890,0.54,"Cwa  Temperate, dry winter, hot summer",2051,387.079,42.649,0,670.7,6.1,6.8,13.1,28.2,6.9,0.222,0.122,0.115,0.353,0.294,0.252,0.253,0.261,0,184,48.7,0,0.9,4031.5,7.3,0,1135.1,20.3,99.5,0,381.6,64.3,46.4,23.7,35,103.4,,none,,,,,Low,Low,Low,Medium,None,Medium,No,5859.3,1831,170.3,None
3019,Mozambique,TETE,ZUMBU,MUZE,Muze,Low Density Rural,0.545,0.51,171.623,172,337,13566,575,575,209.222,28.918,0,0.2,likely electrified,99,3,1.864,0.96,-0.6,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,939,22.3,1.2,6680,75,62,890,0.57,"Cwa  Temperate, dry winter, hot summer",2047,434.026,39.035,0,668.1,5.4,6.2,12.5,27.6,6.3,0.259,0.141,0.118,0.325,0.305,0.253,0.247,0.263,0,184,48.7,0,0.9,4031.5,7.3,0,1135.1,20.3,99.5,0,381.6,64.3,46.4,23.7,35,103.4,,none,,,,,Low,Low,Low,Medium,None,Medium,No,5859.3,1831,170.3,None
3049,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.291,0.272,107.741,108,397,11910,302,302,208.29,30.585,0,0.2,likely electrified,99,3,1.171,0.961,-0.7,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,938,22.2,1.2,6643,75,62,890,0.57,"Cwa  Temperate, dry winter, hot summer",2045,382.794,43.864,0,668.2,5.6,6.3,12.6,27.7,6.4,0.251,0.137,0.112,0.362,0.319,0.269,0.26,0.278,0,303.6,65.4,0,1.5,5190.8,7.4,0,1884.1,30.3,120.8,0,448.9,95.6,76.2,27.9,50.1,146.7,,none,,,,,Low,Low,Low,Medium,None,Medium,No,7985.9,2817.6,251.3,None
3058,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.161,0.151,52.973,53,351,7422,137,137,195.665,38.349,0,0.2,likely electrified,99,3,0.579,0.965,-0.8,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,942,22.1,1.2,6607,75,62,890,0.57,"Cwa  Temperate, dry winter, hot summer",2036,891.319,49.432,0,659.6,8.4,9.1,15.4,30.5,9.2,0.11,0.06,0.071,0.424,0.274,0.258,0.268,0.262,0,167.7,26.4,0,0.9,1782.9,2.1,0,1055.9,2.1,56,0,171.1,44,39.7,10.2,22.1,62.6,,none,,,,,Low,Low,Low,Medium,None,Medium,No,3237.8,1473.1,116.9,None
3082,Mozambique,TETE,ZUMBU,MUZE,Muze,Low Density Rural,0.226,0.211,76.069,76,359,13909,208,208,212.034,30.446,0,0.2,likely electrified,99,3,0.825,0.958,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,20,976,22.1,1.2,6607,75,62,890,0.54,"Cwa  Temperate, dry winter, hot summer",2051,416.333,48.105,0,671.6,5.6,6.3,12.6,27.7,6.4,0.251,0.137,0.118,0.397,0.335,0.285,0.277,0.295,0,160.3,35.9,0,0.8,2749.6,4,0,920.8,16.1,64.4,0,245.5,51.1,40.4,15,25.9,78.1,,none,,,,,Low,Low,Low,Medium,None,Medium,No,4160.7,1422.6,133.2,None
3091,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.3,0.281,125.096,125,445,11466,342,342,207.52,32.685,0,0.2,likely electrified,99,3,1.361,0.962,-0.5,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,948,22.1,1.2,6607,75,62,890,0.56,"Cwa  Temperate, dry winter, hot summer",2044,330.042,42.262,0,668.7,6,6.8,13.1,28.2,6.9,0.224,0.121,0.106,0.347,0.294,0.25,0.248,0.259,0,303.6,65.4,0,1.5,5190.8,7.4,0,1884.1,30.3,120.8,0,448.9,95.6,76.2,27.9,50.1,146.7,,none,,,,,Low,Low,Low,Medium,None,Medium,No,7985.9,2817.6,251.3,None
3118,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.302,0.282,105.634,106,375,9142,236,236,200.045,37.275,0,0.2,likely electrified,99,3,1.151,0.963,0.1,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,955,22.1,1.2,6607,75,62,890,0.55,"Cwa  Temperate, dry winter, hot summer",2041,417.153,43.282,0,663.8,7.6,8.4,14.6,29.8,8.4,0.143,0.078,0.084,0.359,0.257,0.234,0.243,0.239,0,311,55.9,0,1.6,4224.1,5.5,0,2019.2,16.3,112.4,0,374.5,88.5,75.5,23.1,46.3,131.2,,none,,,,,Low,Low,Low,Medium,None,Medium,No,7063,2868.1,235,None
3124,Mozambique,TETE,ZUMBU,MUZE,Muze,Low Density Rural,0.619,0.579,251.919,252,435,17015,425,425,222.263,30.521,0,0.2,likely electrified,99,3,2.713,0.952,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,18,1058,21.7,1.2,6460,82,61,954,0.54,"Cwa  Temperate, dry winter, hot summer",2066,726.453,44.446,0,679.8,6.6,7.4,13.6,28.8,7.4,0.192,0.106,0.119,0.378,0.285,0.25,0.261,0.26,0,484,114.5,0,2.3,10018.2,13.7,0,3493.9,51.1,216.7,0,815.6,163.2,122.3,52.8,82.8,246.6,,none,,,,,Low,Low,Low,Medium,None,Medium,No,15093.2,5106,423.4,None
3127,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Very Low Density Rural,0.208,0.194,86.572,87,447,11165,208,208,207.407,33.869,0,0.2,likely electrified,99,3,0.941,0.961,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,958,22.1,1.2,6607,75,62,890,0.54,"Cwa  Temperate, dry winter, hot summer",2045,343.296,42.831,0,669.3,6.1,6.9,13.2,28.3,7,0.218,0.118,0.104,0.352,0.294,0.252,0.249,0.259,0,303.6,65.4,0,1.5,5190.8,7.4,0,1884.1,30.3,120.8,0,448.9,95.6,76.2,27.9,50.1,146.7,,none,,,,,Low,Low,Low,Medium,None,Medium,No,7985.9,2817.6,251.3,None
3139,Mozambique,TETE,ZUMBU,MUZE,Muze,Low Density Rural,0.158,0.148,63.875,64,433,11479,191,191,208.119,34.553,0,0.2,likely electrified,99,3,0.694,0.961,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,964,22.1,1.2,6607,75,62,890,0.54,"Cwa  Temperate, dry winter, hot summer",2046,338.156,49.739,0,670.4,5.9,6.7,13,28.1,6.8,0.229,0.125,0.107,0.407,0.329,0.283,0.277,0.292,0,750.9,153.8,0,3.8,12439.2,17,0,4601.9,56.1,302.3,0,1080.3,227.3,186.7,65.1,118.9,353,,none,,,,,Low,Low,Low,Medium,None,Medium,No,19247.7,6861.4,601.8,None
3177,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.306,0.287,204.687,205,715,9941,223,223,201.053,39.917,0,0.2,likely electrified,99,3,2.226,0.961,0.1,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,976,22,1.2,6570,75,62,890,0.57,"Cwa  Temperate, dry winter, hot summer",2045,568.209,47.267,0,666.5,7.3,8.1,14.3,29.5,8.1,0.157,0.086,0.089,0.395,0.282,0.255,0.261,0.26,0,598.1,105.3,0,3.3,7932.3,9.9,0,3600.7,19.7,220.6,0,719.6,168.1,146.4,42.1,85.7,252.2,,none,,,,,Low,Low,Low,Medium,None,Medium,No,13100.9,5224.2,445.6,None
3182,Mozambique,TETE,ZUMBU,MUZE,Muze,Low Density Rural,0.192,0.18,127.935,128,711,11964,251,251,211.093,35.667,0,0.2,likely electrified,99,3,1.388,0.959,,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,1005,22,1.2,6570,75,62,890,0.55,"Cwa  Temperate, dry winter, hot summer",2052,382.014,50.143,0,673.7,5.8,6.5,12.8,27.9,6.6,0.239,0.13,0.11,0.412,0.335,0.287,0.278,0.296,0,232.1,52.4,0,1.1,4400.9,6,0,1605.2,23.2,97.1,0,363,73.1,58.4,22.1,38.9,116.7,,none,,,,,Low,Low,Low,Medium,None,Medium,No,6727.5,2340.4,193.6,None
3226,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.171,0.16,149.414,149,933,9169,128,128,206.327,40.442,0,0.2,likely electrified,99,3,1.621,0.959,-0.7,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,986,22,1.2,6570,75,62,890,0.53,"Cwa  Temperate, dry winter, hot summer",2051,1372.885,35.69,0,672,6.4,7.2,13.4,28.6,7.2,0.202,0.11,0.096,0.331,0.272,0.234,0.234,0.241,0,484.9,91.5,0,48.7,10178,9.6,0,2717.8,25.8,181.9,0,637.6,164.6,110.5,37.2,70.7,206.4,,none,,,,,Low,Low,Low,Medium,None,Medium,No,14235.6,4122.4,431.7,None
3232,Mozambique,TETE,ZUMBU,MUZE,Muze,Low Density Rural,0.132,0.123,113.315,113,915,11028,113,113,210.342,39.2,0,0.2,likely electrified,99,3,1.225,0.955,-0.2,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,21,1010,21.9,1.2,6533,75,62,890,0.53,"Cwa  Temperate, dry winter, hot summer",2056,465.308,40.677,0,675,5.8,6.6,12.9,28,6.7,0.235,0.127,0.106,0.339,0.291,0.245,0.24,0.253,0,447.3,88.4,0,2.3,7248.4,9.6,0,2717.8,25.8,181.5,0,631.4,131.7,110.5,37.2,68.8,206.3,,none,,,,,Low,Low,Low,Medium,None,Medium,No,11261.8,4043.8,350.5,None
3413,Mozambique,GAZA,CHICUALACUALA,PAFURI,Pafuri,Low Density Rural,0.441,0.376,71.01,71,189,15710,292,292,232.067,41.94,0,0.2,likely electrified,99,3,0.798,1.015,-0.4,,Limpopo and Elephant Rivers Mixed Cropping,0,72,171,24.4,1.5,7446,166,58,520,0.2,"BSh  Arid, steppe, hot",1937,140.594,0.23,0.1,338.7,0.9,8.6,8.5,8.6,1,0.627,0.42,0.164,0.007,0.379,0.279,0.161,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Very High,Very High,Medium,None,Medium,No,0,0,0,None
3476,Mozambique,GAZA,CHICUALACUALA,MAPAI,Eduardo Mondlane,Very Low Density Rural,0.268,0.229,26.025,26,113,24943,103,103,232.213,48.928,0,0.2,likely electrified,99,3,0.295,1.024,-0.7,,Limpopo and Elephant Rivers Mixed Cropping,0,72,170,24.4,1.4,7446,180,59,540,0.19,"BSh  Arid, steppe, hot",1925,107.621,0.757,0,339.4,1.1,8.6,8.5,8.5,0.9,0.624,0.425,0.193,0.01,0.379,0.283,0.176,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Very High,Very High,Medium,None,Medium,No,0,0,0,None
3483,Mozambique,GAZA,CHICUALACUALA,PAFURI,Pafuri,Very Low Density Rural,0.434,0.37,54.62,55,148,1818,115,115,241.416,32.693,0,0.2,likely electrified,99,3,0.612,1.013,-0.8,,Limpopo and Elephant Rivers Mixed Cropping,0,72,182,24.5,1.5,7482,189,57,463,0.2,"BSh  Arid, steppe, hot",1943,162.205,1.149,0.1,347.8,1.1,8.8,8.7,8.8,1.2,0.608,0.402,0.118,0.015,0.375,0.276,0.145,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,High,Very High,Medium,None,Medium,No,0,0,0,None
3511,Mozambique,GAZA,CHICUALACUALA,PAFURI,Pafuri,Very Low Density Rural,0.438,0.374,54.471,57,152,1698,120,120,245.169,28.241,0,0.2,likely electrified,99,3,0.613,1.017,,,Limpopo and Elephant Rivers Mixed Cropping,0,69,195,24.4,1.5,7446,189,57,463,0.21,"BSh  Arid, steppe, hot",1937,141.546,0.373,0.1,351.4,1.2,8.9,8.8,8.9,1.3,0.599,0.396,0.117,0.008,0.364,0.267,0.14,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,High,Very High,Medium,None,Medium,No,0,0,0,None
3552,Mozambique,GAZA,CHICUALACUALA,PAFURI,Pafuri,Very Low Density Rural,0.256,0.219,39.547,40,182,1571,116,116,251.684,23.117,0,0.2,likely electrified,99,3,0.442,1.01,-0.6,,Limpopo and Elephant Rivers Mixed Cropping,0,66,196,24.5,1.5,7482,189,57,463,0.21,"BSh  Arid, steppe, hot",1946,78.31,1.698,0.2,357.8,1.3,9,8.9,9,1.4,0.59,0.391,0.115,0.016,0.366,0.27,0.144,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,High,Very High,Medium,None,Medium,No,0,0,0,None
3557,Mozambique,GAZA,CHICUALACUALA,VILA EDUARDO MONDLANE,Eduardo Mondlane,Very Low Density Rural,0.807,0.689,48.69,49,71,1540,281,281,242.984,40.478,0,0.2,likely electrified,99,3,0.55,1.021,-0.7,,Limpopo and Elephant Rivers Mixed Cropping,0,72,181,24.6,1.5,7519,189,57,463,0.21,"BSh  Arid, steppe, hot",1926,262.181,0.782,0.1,350.1,1.4,8.9,8.8,8.8,1.2,0.596,0.396,0.116,0.015,0.371,0.275,0.146,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,High,Very High,Medium,None,Medium,No,0,0,0,None
3558,Mozambique,GAZA,CHICUALACUALA,PAFURI,Pafuri,Very Low Density Rural,0.311,0.266,54.256,54,203,1613,110,110,252.629,22.181,0,0.2,likely electrified,99,3,0.608,1.012,-0.4,,Limpopo and Elephant Rivers Mixed Cropping,0,66,194,24.4,1.5,7446,189,57,463,0.22,"BSh  Arid, steppe, hot",1947,16.5,0.445,0.2,358.7,1.3,9,8.9,9,1.4,0.59,0.391,0.115,0.004,0.357,0.262,0.137,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,High,Very High,Medium,None,Medium,No,0,0,0,None
3615,Mozambique,GAZA,CHICUALACUALA,VILA EDUARDO MONDLANE,Pafuri,Low Density Rural,0.824,0.704,109.234,109,154,1737,238,238,257.269,21.188,0,0.2,likely electrified,99,3,1.223,1.011,-0.9,,Limpopo and Elephant Rivers Mixed Cropping,0,66,187,24.5,1.5,7482,189,57,463,0.22,"BSh  Arid, steppe, hot",1946,178.089,1.316,0.2,363.5,1.5,9.2,9.1,9.2,1.3,0.579,0.382,0.114,0.017,0.361,0.266,0.144,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,High,Very High,Medium,None,Medium,No,0,0,0,None
3688,Mozambique,GAZA,CHICUALACUALA,VILA EDUARDO MONDLANE,Eduardo Mondlane,Very Low Density Rural,1.104,0.945,57.861,58,61,1614,353,353,268.797,23.089,0,0.2,likely electrified,99,3,0.65,1.015,-0.6,,Limpopo and Elephant Rivers Mixed Cropping,0,66,218,24.4,1.5,7446,189,57,463,0.22,"BSh  Arid, steppe, hot",1939,361.908,2.03,0,375.3,2.3,9.7,9.6,9.7,1.4,0.534,0.355,0.109,0.028,0.34,0.256,0.145,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,High,High,Medium,None,Medium,No,0,0,0,None
3732,Mozambique,GAZA,CHICUALACUALA,VILA EDUARDO MONDLANE,Eduardo Mondlane,Low Density Rural,3.101,2.66,315.689,317,119,618,1329,1329,275.794,43.023,0,0.2,likely electrified,99,3,3.598,1.03,-0.8,,Limpopo and Elephant Rivers Mixed Cropping,0,71,396,23.6,1.4,7154,189,56,469,0.29,"BSh  Arid, steppe, hot",1912,1185.889,3.145,0,365.8,1.9,9.3,9.2,9.3,0.3,0.59,0.382,0.109,0.065,0.372,0.272,0.147,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,High,Very High,Medium,None,Medium,No,0,0,0,None
3788,Mozambique,GAZA,CHICUALACUALA,VILA EDUARDO MONDLANE,Eduardo Mondlane,Dense Urban Clusters,7.956,6.836,22737.826,22752,3328,23512,4786,4786,284.479,54.477,6.542,0.9,electrified,1,1,171.264,0.1,-0.2,,Southern Semiarid Cereals and Cattle,0,71,451,23.2,1.3,7008,179,57,502,0.28,"BSh  Arid, steppe, hot",1925,863.655,0.815,0,356.3,2,9.4,9.3,9.3,0.2,0.587,0.392,0.181,0.036,0.346,0.253,0.159,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,High,Very High,Medium,None,Medium,No,0,0,0,None
6368,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.697,0.653,551.403,551,843,15141,488,488,180.041,23.829,0,0.2,likely electrified,99,8,32.017,1.031,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,22,975,22.1,1.2,6607,84,61,731,0.58,"Cwa  Temperate, dry winter, hot summer",2071,3905.077,24.614,0,658.8,6.1,6.8,13.1,28.2,6.9,0.222,0.122,0.118,0.328,0.283,0.241,0.245,0.25,0,570.2,128.1,0,74.4,13812.4,18.2,0,3843.3,6.7,336.6,0,1035.3,229.4,137.5,60.2,103,283.6,,none,,,,,Low,Low,Low,Medium,None,Medium,No,19622.7,5859.6,604.5,None
6403,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.219,0.205,156.801,157,764,5759,192,192,167.234,15.829,0,0.2,likely electrified,99,3,1.672,0.943,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,22,960,22,1.2,6570,68,64,861,0.57,"Cwa  Temperate, dry winter, hot summer",2087,579.779,37.189,0,650.8,5.9,6.7,13,28.1,6.8,0.229,0.122,0.089,0.316,0.278,0.233,0.224,0.239,0,40.3,42.3,0,0.3,4819.5,12.3,0,749.7,0.6,182.6,0,552.9,46.3,9.5,39.8,36.8,98.1,,none,,,,,Low,Low,Low,Medium,None,Medium,No,6357.9,1478.1,132.7,None
6408,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Rural Clusters,1.12,1.049,1367.891,1368,1304,10567,830,830,173.504,19.392,0,0.2,likely electrified,99,8,79.426,0.916,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,22,962,22.1,1.2,6607,76,62,796,0.58,"Cwa  Temperate, dry winter, hot summer",2080,185.576,37.406,0,655.3,5.3,6,12.3,27.4,6.1,0.269,0.146,0.111,0.304,0.295,0.241,0.23,0.25,0,0.2,22,0,0,2457.1,7.4,0,328.6,0,104,0,313.3,19.7,0,24.1,18.5,48.5,,none,,,,,Low,Low,Low,Medium,None,Medium,No,3210.6,711.8,62.3,None
6412,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.172,0.161,187.923,188,1165,12078,116,116,175.166,20.699,0,0.2,likely electrified,99,3,2.013,0.947,-0.5,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,22,962,22.1,1.2,6607,84,61,731,0.57,"Cwa  Temperate, dry winter, hot summer",2078,193.175,40.438,0,656.6,5.3,6.1,12.3,27.5,6.1,0.267,0.145,0.116,0.328,0.307,0.253,0.244,0.263,0,0.2,22,0,0,2457.1,7.4,0,328.6,0,104,0,313.3,19.7,0,24.1,18.5,48.5,,none,,,,,Low,Low,Low,Medium,None,Medium,No,3210.6,711.8,62.3,None
6430,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.208,0.195,198.354,198,1013,11433,109,109,173.93,20.408,0,0.2,likely electrified,99,3,2.12,0.944,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,22,955,22.1,1.2,6607,71,63,838,0.58,"Cwa  Temperate, dry winter, hot summer",2082,189.552,36.674,0,656.2,5.3,6,12.3,27.4,6.1,0.269,0.147,0.114,0.298,0.292,0.238,0.229,0.247,0,0.2,22,0,0,2457.1,7.4,0,328.6,0,104,0,313.3,19.7,0,24.1,18.5,48.5,,none,,,,,Low,Low,Low,Medium,None,Medium,No,3210.6,711.8,62.3,None
6455,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.185,0.173,245.872,246,1420,15057,143,143,179.251,25.698,0,0.2,likely electrified,99,3,2.622,0.943,-0.6,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,22,987,21.9,1.2,6533,67,62,812,0.59,"Cwa  Temperate, dry winter, hot summer",2087,1660.468,40.672,0,661.6,5.4,6.2,12.5,27.6,6.3,0.259,0.141,0.123,0.38,0.326,0.274,0.268,0.285,0,198.8,104.5,0,72.1,13885.2,27.1,0,2081.8,2,399.7,0,1213.6,156.6,42.7,83.2,85.7,224.3,,none,,,,,Low,Low,Low,Medium,None,Medium,No,17808.2,3846.8,440.3,None
6464,Mozambique,TETE,MARAVIA,MALOWERA,Malowera,Low Density Rural,0.319,0.299,254.007,254,848,8530,253,253,169.893,21.458,0,0.2,likely electrified,99,3,2.708,0.942,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,22,966,22,1.2,6570,73,63,815,0.57,"Cwa  Temperate, dry winter, hot summer",2088,812.317,42.283,0,655.6,6.7,7.5,13.8,28.9,7.6,0.186,0.1,0.09,0.364,0.281,0.246,0.247,0.252,0,115.9,98.8,0,0.7,11215.1,28,0,1498.4,1.8,417.2,0,1260.9,108.1,25.1,89.3,85.5,227.3,,none,,,,,Low,Low,Low,Medium,None,Medium,No,14537.3,3186.1,308.7,None
6957,Mozambique,GAZA,MASSINGIR,MAVODZE,Mavodze,Low Density Rural,0.456,0.382,91.686,92,240,34091,306,306,115.356,49.307,0,0.2,likely electrified,99,3,1.068,1.052,,,Southern Semiarid Cereals and Cattle,0,75,130,23.9,1.5,7263,184,60,479,0.26,"BSh  Arid, steppe, hot",1870,236.914,0.391,0.2,216,0.8,6.6,6.4,6.6,2.1,0.669,0.503,0.242,0.011,0.392,0.313,0.19,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Medium,Very High,Very High,Medium,None,Medium,No,0,0,0,None
6971,Mozambique,GAZA,MASSINGIR,MAVODZE,Mavodze,Very Low Density Rural,0.432,0.363,37.499,38,104,950,470,470,135.242,63.226,0,0.2,likely electrified,99,3,0.437,1.052,-0.4,,Southern Semiarid Cereals and Cattle,0,76,162,23.9,1.5,7263,178,59,492,0.24,"BSh  Arid, steppe, hot",1871,27.049,0.027,0,236.1,1.6,7.3,7.1,7.3,2.8,0.598,0.44,0.131,0.001,0.349,0.275,0.133,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,,,,,Low,Very High,Very High,Medium,None,Medium,No,0,0,0,None
7104,Mozambique,GAZA,CHICUALACUALA,PAFURI,Mapai,Low Density Rural,1.628,1.383,315.322,319,230,3376,520,520,197.182,75.93,0,0.2,likely electrified,99,3,3.588,1.028,-0.3,,Limpopo and Elephant Rivers Mixed Cropping,0,77,153,24.3,1.4,7410,177,59,512,0.2,"BSh  Arid, steppe, hot",1914,457.154,0.538,0.1,304.2,0.3,8,7.9,8,0.5,0.682,0.448,0.131,0.02,0.413,0.298,0.15,0.282,0,3591.8,51.1,0,0,206.3,6.4,0,0,0,24.5,0,438.8,9.7,10.7,0,16.2,28.3,,none,,,,,Low,Very High,Very High,Medium,None,Medium,No,4267.8,4062.9,36.6,None
7167,Mozambique,GAZA,CHICUALACUALA,MAPAI,Mapai,Dense Urban Clusters,12.523,10.658,21969.728,21988,2063,23782,6997,6997,202.809,81.91,3.525,0.6,electrified,1,1,165.478,0.1,-0.2,,Limpopo and Elephant Rivers Mixed Cropping,0,77,234,23.9,1.4,7263,190,59,534,0.21,"BSh  Arid, steppe, hot",1915,262.077,0.227,0,310.1,0.3,7.7,7.6,7.7,0.1,0.706,0.475,0.198,0.011,0.412,0.299,0.169,0.289,0,3338.1,118,0,0,126.7,5.3,0,0,0,33.9,0,415.4,10.3,52.4,0,38.6,32.7,,none,,,,,Low,Very High,Very High,Medium,None,Medium,No,3919.4,3807.7,101.3,None
7168,Mozambique,GAZA,CHICUALACUALA,PAFURI,Pafuri,Low Density Rural,0.373,0.317,59.052,59,186,25321,166,166,210.206,64.583,0,0.2,likely electrified,99,3,0.666,1.019,-0.5,,Limpopo and Elephant Rivers Mixed Cropping,0,77,165,24.3,1.4,7410,184,59,502,0.19,"BSh  Arid, steppe, hot",1931,202.612,1.608,0.2,317.3,0.5,8.2,8.1,8.1,0.6,0.666,0.45,0.198,0.02,0.404,0.299,0.181,0.291,0,1812,19.1,0,0,266.1,3.3,0,0,0,14.3,0,221.9,10.9,0,0,7.5,13.3,,none,,,,,Low,Very High,Very High,Medium,None,Medium,No,2317.6,2055.6,18.4,None
